County,Month,Dayofweek,Pollutant,Sample,Latitude,Longitude
Orange,12,Sun,NO2,0.171302083,33.83062,-117.93845
Orange,12,Sun,Ozone,0.277418155,33.83062,-117.93845
Orange,12,Sun,SO2,0.002027778,33.67464,-117.92568
Orange,12,Mon,CO,0.013535714,33.83062,-117.93845
Orange,12,Mon,NO2,0.16647644,33.83062,-117.93845
Orange,12,Mon,Ozone,0.326450893,33.83062,-117.93845
Orange,12,Mon,SO2,0.001944444,33.67464,-117.92568
Orange,12,Tues,CO,0.017726316,33.83062,-117.93845
Orange,12,Tues,NO2,0.236594737,33.83062,-117.93845
Orange,12,Tues,Ozone,0.247481203,33.83062,-117.93845
Orange,12,Tues,SO2,0.003498208,33.67464,-117.92568
Orange,12,Wed,CO,0.020059648,33.83062,-117.93845
Orange,12,Wed,NO2,0.256255875,33.83062,-117.93845
Orange,12,Wed,Ozone,0.185938083,33.83062,-117.93845
Orange,12,Wed,SO2,0.003097222,33.67464,-117.92568
Orange,12,Thurs,CO,0.020029557,33.83062,-117.93845
Orange,12,Thurs,NO2,0.256227273,33.83062,-117.93845
Orange,12,Thurs,Ozone,0.188447205,33.83062,-117.93845
Orange,12,Thurs,SO2,0.002949853,33.67464,-117.92568
Orange,12,Fri,CO,0.012588206,33.83062,-117.93845
Orange,12,Fri,NO2,0.157298876,33.83062,-117.93845
Orange,12,Fri,Ozone,0.313447205,33.83062,-117.93845
Orange,12,Fri,SO2,0.00070948,33.67464,-117.92568
Orange,12,Sat,CO,0.013879673,33.83062,-117.93845
Orange,12,Sat,NO2,0.163308534,33.83062,-117.93845
Orange,12,Sat,Ozone,0.338512035,33.83062,-117.93845
Orange,12,Sat,SO2,0.000955556,33.67464,-117.92568
Riverside,1,Sun,CO,0.008598014,33.85275,-116.54101
Riverside,1,Sun,NO2,0.086667568,33.447867,-117.088649
Riverside,1,Sun,Ozone,0.390328947,33.7411,-115.8206
Riverside,1,Sun,SO2,0.002066667,33.99958,-117.41601
Riverside,1,Mon,CO,0.007427376,33.85275,-116.54101
Riverside,1,Mon,NO2,0.108827094,33.447867,-117.088649
Riverside,1,Mon,Ozone,0.366002578,33.7411,-115.8206
Riverside,1,Mon,SO2,0.001638889,33.99958,-117.41601
Riverside,1,Tues,CO,0.008076827,33.85275,-116.54101
Riverside,1,Tues,NO2,0.119709924,33.447867,-117.088649
Riverside,1,Tues,Ozone,0.353278296,33.7411,-115.8206
Riverside,1,Tues,SO2,0.002551971,33.99958,-117.41601
Riverside,1,Wed,CO,0.010936269,33.85275,-116.54101
Riverside,1,Wed,NO2,0.151640074,33.447867,-117.088649
Riverside,1,Wed,Ozone,0.316060933,33.7411,-115.8206
Riverside,1,Wed,SO2,0.004734082,33.99958,-117.41601
Riverside,1,Thurs,CO,0.010415695,33.85275,-116.54101
Riverside,1,Thurs,NO2,0.152772201,33.447867,-117.088649
Riverside,1,Thurs,Ozone,0.345924405,33.7411,-115.8206
Riverside,1,Thurs,SO2,0.004088889,33.99958,-117.41601
Riverside,1,Fri,CO,0.011467812,33.85275,-116.54101
Riverside,1,Fri,NO2,0.142136232,33.447867,-117.088649
Riverside,1,Fri,Ozone,0.346652538,33.7411,-115.8206
Riverside,1,Fri,SO2,0.005037037,33.99958,-117.41601
Riverside,1,Sat,CO,0.011635637,33.85275,-116.54101
Riverside,1,Sat,NO2,0.122155616,33.447867,-117.088649
Riverside,1,Sat,Ozone,0.338776856,33.7411,-115.8206
Riverside,1,Sat,SO2,0.004344444,33.99958,-117.41601
Riverside,2,Sun,CO,0.009324601,33.85275,-116.54101
Riverside,2,Sun,NO2,0.10322973,33.447867,-117.088649
Riverside,2,Sun,Ozone,0.541912908,33.7411,-115.8206
Riverside,2,Sun,SO2,0.002430556,33.99958,-117.41601
Riverside,2,Mon,CO,0.006049237,33.85275,-116.54101
Riverside,2,Mon,NO2,0.082764314,33.447867,-117.088649
Riverside,2,Mon,Ozone,0.516597172,33.7411,-115.8206
Riverside,2,Mon,SO2,0.001344444,33.99958,-117.41601
Riverside,2,Tues,CO,0.006938456,33.85275,-116.54101
Riverside,2,Tues,NO2,0.129258865,33.447867,-117.088649
Riverside,2,Tues,Ozone,0.416298908,33.7411,-115.8206
Riverside,2,Tues,SO2,0.003291667,33.99958,-117.41601
Riverside,2,Wed,CO,0.008239054,33.85275,-116.54101
Riverside,2,Wed,NO2,0.133509244,33.447867,-117.088649
Riverside,2,Wed,Ozone,0.42569429,33.7411,-115.8206
Riverside,2,Wed,SO2,0.004138889,33.99958,-117.41601
Riverside,2,Thurs,CO,0.008670776,33.85275,-116.54101
Riverside,2,Thurs,NO2,0.130338409,33.447867,-117.088649
Riverside,2,Thurs,Ozone,0.43436626,33.7411,-115.8206
Riverside,2,Thurs,SO2,0.003652174,33.99958,-117.41601
Riverside,2,Fri,CO,0.010177294,33.85275,-116.54101
Riverside,2,Fri,NO2,0.134587065,33.447867,-117.088649
Riverside,2,Fri,Ozone,0.465088032,33.7411,-115.8206
Riverside,2,Fri,SO2,0.00525,33.99958,-117.41601
Riverside,2,Sat,CO,0.01100803,33.85275,-116.54101
Riverside,2,Sat,NO2,0.132583199,33.447867,-117.088649
Riverside,2,Sat,Ozone,0.531223069,33.7411,-115.8206
Riverside,2,Sat,SO2,0.004347222,33.99958,-117.41601
Riverside,3,Sun,CO,0.005761766,33.85275,-116.54101
Riverside,3,Sun,NO2,0.046699507,33.447867,-117.088649
Riverside,3,Sun,Ozone,0.575460518,33.7411,-115.8206
Riverside,3,Sun,SO2,0.001194444,33.99958,-117.41601
Riverside,3,Mon,CO,0.005005825,33.85275,-116.54101
Riverside,3,Mon,NO2,0.048811881,33.447867,-117.088649
Riverside,3,Mon,Ozone,0.549372544,33.7411,-115.8206
Riverside,3,Mon,SO2,0.00035461,33.99958,-117.41601
Riverside,3,Tues,CO,0.008268014,33.85275,-116.54101
Riverside,3,Tues,NO2,0.093111262,33.447867,-117.088649
Riverside,3,Tues,Ozone,0.530671657,33.7411,-115.8206
Riverside,3,Tues,SO2,0.00237037,33.99958,-117.41601
Riverside,3,Wed,CO,0.008060673,33.85275,-116.54101
Riverside,3,Wed,NO2,0.099240372,33.447867,-117.088649
Riverside,3,Wed,Ozone,0.518256797,33.7411,-115.8206
Riverside,3,Wed,SO2,0.002689655,33.99958,-117.41601
Riverside,3,Thurs,CO,0.009623729,33.85275,-116.54101
Riverside,3,Thurs,NO2,0.114171501,33.447867,-117.088649
Riverside,3,Thurs,Ozone,0.53074341,33.7411,-115.8206
Riverside,3,Thurs,SO2,0.004237288,33.99958,-117.41601
Riverside,3,Fri,CO,0.008916071,33.85275,-116.54101
Riverside,3,Fri,NO2,0.094806604,33.447867,-117.088649
Riverside,3,Fri,Ozone,0.561289507,33.7411,-115.8206
Riverside,3,Fri,SO2,0.003550388,33.99958,-117.41601
Riverside,3,Sat,CO,0.006480069,33.85275,-116.54101
Riverside,3,Sat,NO2,0.061340729,33.447867,-117.088649
Riverside,3,Sat,Ozone,0.574993588,33.7411,-115.8206
Riverside,3,Sat,SO2,0.001594203,33.99958,-117.41601
Riverside,4,Sun,CO,0.006293637,33.85275,-116.54101
Riverside,4,Sun,NO2,0.061052298,33.447867,-117.088649
Riverside,4,Sun,Ozone,0.616786313,33.7411,-115.8206
Riverside,4,Sun,SO2,0.002958333,33.99958,-117.41601
Riverside,4,Mon,CO,0.006160754,33.85275,-116.54101
Riverside,4,Mon,NO2,0.073450237,33.447867,-117.088649
Riverside,4,Mon,Ozone,0.61684059,33.7411,-115.8206
Riverside,4,Mon,SO2,0.003180556,33.99958,-117.41601
Riverside,4,Tues,CO,0.007659696,33.85275,-116.54101
Riverside,4,Tues,NO2,0.095756477,33.447867,-117.088649
Riverside,4,Tues,Ozone,0.636517624,33.7411,-115.8206
Riverside,4,Tues,SO2,0.005194444,33.99958,-117.41601
Riverside,4,Wed,CO,0.006722348,33.85275,-116.54101
Riverside,4,Wed,NO2,0.083056361,33.447867,-117.088649
Riverside,4,Wed,Ozone,0.638432472,33.7411,-115.8206
Riverside,4,Wed,SO2,0.004358423,33.99958,-117.41601
Riverside,4,Thurs,CO,0.005382046,33.85275,-116.54101
Riverside,4,Thurs,NO2,0.071009709,33.447867,-117.088649
Riverside,4,Thurs,Ozone,0.626787221,33.7411,-115.8206
Riverside,4,Thurs,SO2,0.003222222,33.99958,-117.41601
Riverside,4,Fri,CO,0.005348127,33.85275,-116.54101
Riverside,4,Fri,NO2,0.056957746,33.447867,-117.088649
Riverside,4,Fri,Ozone,0.578104858,33.7411,-115.8206
Riverside,4,Fri,SO2,0.002477778,33.99958,-117.41601
Riverside,4,Sat,CO,0.005457904,33.85275,-116.54101
Riverside,4,Sat,NO2,0.049222922,33.447867,-117.088649
Riverside,4,Sat,Ozone,0.601881207,33.7411,-115.8206
Riverside,4,Sat,SO2,0.002288889,33.99958,-117.41601
Riverside,5,Sun,CO,0.003716816,33.85275,-116.54101
Riverside,5,Sun,NO2,0.033718919,33.447867,-117.088649
Riverside,5,Sun,Ozone,0.597183621,33.7411,-115.8206
Riverside,5,Sun,SO2,0.0011,33.99958,-117.41601
Riverside,5,Mon,CO,0.004112092,33.85275,-116.54101
Riverside,5,Mon,NO2,0.043833113,33.447867,-117.088649
Riverside,5,Mon,Ozone,0.622798119,33.7411,-115.8206
Riverside,5,Mon,SO2,0.001222222,33.99958,-117.41601
Riverside,5,Tues,CO,0.004644497,33.85275,-116.54101
Riverside,5,Tues,NO2,0.049772368,33.447867,-117.088649
Riverside,5,Tues,Ozone,0.625093493,33.7411,-115.8206
Riverside,5,Tues,SO2,0.001366667,33.99958,-117.41601
Riverside,5,Wed,CO,0.004392602,33.85275,-116.54101
Riverside,5,Wed,NO2,0.053917197,33.447867,-117.088649
Riverside,5,Wed,Ozone,0.616738699,33.7411,-115.8206
Riverside,5,Wed,SO2,0.001236111,33.99958,-117.41601
Riverside,5,Thurs,CO,0.004391548,33.85275,-116.54101
Riverside,5,Thurs,NO2,0.0486875,33.447867,-117.088649
Riverside,5,Thurs,Ozone,0.627820746,33.7411,-115.8206
Riverside,5,Thurs,SO2,0.001025641,33.99958,-117.41601
Riverside,5,Fri,CO,0.00387356,33.85275,-116.54101
Riverside,5,Fri,NO2,0.041720065,33.447867,-117.088649
Riverside,5,Fri,Ozone,0.623355115,33.7411,-115.8206
Riverside,5,Fri,SO2,0.000819444,33.99958,-117.41601
Riverside,5,Sat,CO,0.003344364,33.85275,-116.54101
Riverside,5,Sat,NO2,0.033495826,33.447867,-117.088649
Riverside,5,Sat,Ozone,0.591077134,33.7411,-115.8206
Riverside,5,Sat,SO2,0.000527778,33.99958,-117.41601
Riverside,6,Sun,CO,0.005376715,33.85275,-116.54101
Riverside,6,Sun,NO2,0.048984202,33.447867,-117.088649
Riverside,6,Sun,Ozone,0.672323666,33.7411,-115.8206
Riverside,6,Sun,SO2,0.002222222,33.99958,-117.41601
Riverside,6,Mon,CO,0.004991209,33.85275,-116.54101
Riverside,6,Mon,NO2,0.061274882,33.447867,-117.088649
Riverside,6,Mon,Ozone,0.640095637,33.7411,-115.8206
Riverside,6,Mon,SO2,0.002277778,33.99958,-117.41601
Riverside,6,Tues,CO,0.004781043,33.85275,-116.54101
Riverside,6,Tues,NO2,0.053379705,33.447867,-117.088649
Riverside,6,Tues,Ozone,0.679416023,33.7411,-115.8206
Riverside,6,Tues,SO2,0.002281481,33.99958,-117.41601
Riverside,6,Wed,CO,0.004712999,33.85275,-116.54101
Riverside,6,Wed,NO2,0.051563131,33.447867,-117.088649
Riverside,6,Wed,Ozone,0.71109989,33.7411,-115.8206
Riverside,6,Wed,SO2,0.001561254,33.99958,-117.41601
Riverside,6,Thurs,CO,0.005052229,33.85275,-116.54101
Riverside,6,Thurs,NO2,0.055984829,33.447867,-117.088649
Riverside,6,Thurs,Ozone,0.69270298,33.7411,-115.8206
Riverside,6,Thurs,SO2,0.001855556,33.99958,-117.41601
Riverside,6,Fri,CO,0.006461131,33.85275,-116.54101
Riverside,6,Fri,NO2,0.064846276,33.447867,-117.088649
Riverside,6,Fri,Ozone,0.685750179,33.7411,-115.8206
Riverside,6,Fri,SO2,0.002726592,33.99958,-117.41601
Riverside,6,Sat,CO,0.005956516,33.85275,-116.54101
Riverside,6,Sat,NO2,0.059882813,33.447867,-117.088649
Riverside,6,Sat,Ozone,0.661357143,33.7411,-115.8206
Riverside,6,Sat,SO2,0.002388889,33.99958,-117.41601
Riverside,7,Sun,CO,0.004172447,33.85275,-116.54101
Riverside,7,Sun,NO2,0.032816092,33.447867,-117.088649
Riverside,7,Sun,Ozone,0.574805718,33.7411,-115.8206
Riverside,7,Sun,SO2,0.002338983,33.99958,-117.41601
Riverside,7,Mon,CO,0.00398278,33.85275,-116.54101
Riverside,7,Mon,NO2,0.03962701,33.447867,-117.088649
Riverside,7,Mon,Ozone,0.61748366,33.7411,-115.8206
Riverside,7,Mon,SO2,0.002468085,33.99958,-117.41601
Riverside,7,Tues,CO,0.004568937,33.85275,-116.54101
Riverside,7,Tues,NO2,0.052323052,33.447867,-117.088649
Riverside,7,Tues,Ozone,0.689911153,33.7411,-115.8206
Riverside,7,Tues,SO2,0.00325614,33.99958,-117.41601
Riverside,7,Wed,CO,0.005149509,33.85275,-116.54101
Riverside,7,Wed,NO2,0.064578199,33.447867,-117.088649
Riverside,7,Wed,Ozone,0.710391724,33.7411,-115.8206
Riverside,7,Wed,SO2,0.004210526,33.99958,-117.41601
Riverside,7,Thurs,CO,0.00540194,33.85275,-116.54101
Riverside,7,Thurs,NO2,0.065718354,33.447867,-117.088649
Riverside,7,Thurs,Ozone,0.718116195,33.7411,-115.8206
Riverside,7,Thurs,SO2,0.004364912,33.99958,-117.41601
Riverside,7,Fri,CO,0.005696977,33.85275,-116.54101
Riverside,7,Fri,NO2,0.065855696,33.447867,-117.088649
Riverside,7,Fri,Ozone,0.709997179,33.7411,-115.8206
Riverside,7,Fri,SO2,0.004135593,33.99958,-117.41601
Riverside,7,Sat,CO,0.00508199,33.85275,-116.54101
Riverside,7,Sat,NO2,0.04534125,33.447867,-117.088649
Riverside,7,Sat,Ozone,0.632095865,33.7411,-115.8206
Riverside,7,Sat,SO2,0.002983051,33.99958,-117.41601
Riverside,8,Sun,CO,0.005603708,33.85275,-116.54101
Riverside,8,Sun,NO2,0.054970313,33.447867,-117.088649
Riverside,8,Sun,Ozone,0.661112375,33.7411,-115.8206
Riverside,8,Sun,SO2,0.003569444,33.99958,-117.41601
Riverside,8,Mon,CO,0.00596329,33.85275,-116.54101
Riverside,8,Mon,NO2,0.064809877,33.447867,-117.088649
Riverside,8,Mon,Ozone,0.614953357,33.7411,-115.8206
Riverside,8,Mon,SO2,0.003644444,33.99958,-117.41601
Riverside,8,Tues,CO,0.00602682,33.85275,-116.54101
Riverside,8,Tues,NO2,0.072933584,33.447867,-117.088649
Riverside,8,Tues,Ozone,0.636492848,33.7411,-115.8206
Riverside,8,Tues,SO2,0.004222222,33.99958,-117.41601
Riverside,8,Wed,CO,0.006105203,33.85275,-116.54101
Riverside,8,Wed,NO2,0.071295918,33.447867,-117.088649
Riverside,8,Wed,Ozone,0.595250113,33.7411,-115.8206
Riverside,8,Wed,SO2,0.0042,33.99958,-117.41601
Riverside,8,Thurs,CO,0.005476911,33.85275,-116.54101
Riverside,8,Thurs,NO2,0.063598101,33.447867,-117.088649
Riverside,8,Thurs,Ozone,0.587355288,33.7411,-115.8206
Riverside,8,Thurs,SO2,0.003424561,33.99958,-117.41601
Riverside,8,Fri,CO,0.004975223,33.85275,-116.54101
Riverside,8,Fri,NO2,0.06125741,33.447867,-117.088649
Riverside,8,Fri,Ozone,0.598800179,33.7411,-115.8206
Riverside,8,Fri,SO2,0.003361111,33.99958,-117.41601
Riverside,8,Sat,CO,0.005258418,33.85275,-116.54101
Riverside,8,Sat,NO2,0.058459877,33.447867,-117.088649
Riverside,8,Sat,Ozone,0.636607143,33.7411,-115.8206
Riverside,8,Sat,SO2,0.003125,33.99958,-117.41601
Riverside,9,Sun,CO,0.006699,33.85275,-116.54101
Riverside,9,Sun,NO2,0.061704918,33.447867,-117.088649
Riverside,9,Sun,Ozone,0.510006739,33.7411,-115.8206
Riverside,9,Sun,SO2,0.003791667,33.99958,-117.41601
Riverside,9,Mon,CO,0.006699261,33.85275,-116.54101
Riverside,9,Mon,NO2,0.076516746,33.447867,-117.088649
Riverside,9,Mon,Ozone,0.478255078,33.7411,-115.8206
Riverside,9,Mon,SO2,0.004597222,33.99958,-117.41601
Riverside,9,Tues,CO,0.006954819,33.85275,-116.54101
Riverside,9,Tues,NO2,0.082434439,33.447867,-117.088649
Riverside,9,Tues,Ozone,0.414363294,33.7411,-115.8206
Riverside,9,Tues,SO2,0.003971631,33.99958,-117.41601
Riverside,9,Wed,CO,0.007488635,33.85275,-116.54101
Riverside,9,Wed,NO2,0.0930816,33.447867,-117.088649
Riverside,9,Wed,Ozone,0.442521272,33.7411,-115.8206
Riverside,9,Wed,SO2,0.003805556,33.99958,-117.41601
Riverside,9,Thurs,CO,0.006778056,33.85275,-116.54101
Riverside,9,Thurs,NO2,0.077728205,33.447867,-117.088649
Riverside,9,Thurs,Ozone,0.5255903,33.7411,-115.8206
Riverside,9,Thurs,SO2,0.003677778,33.99958,-117.41601
Riverside,9,Fri,CO,0.007515832,33.85275,-116.54101
Riverside,9,Fri,NO2,0.089128072,33.447867,-117.088649
Riverside,9,Fri,Ozone,0.544308682,33.7411,-115.8206
Riverside,9,Fri,SO2,0.0048,33.99958,-117.41601
Riverside,9,Sat,CO,0.007935901,33.85275,-116.54101
Riverside,9,Sat,NO2,0.089358766,33.447867,-117.088649
Riverside,9,Sat,Ozone,0.534480825,33.7411,-115.8206
Riverside,9,Sat,SO2,0.004930556,33.99958,-117.41601
Riverside,10,Sun,CO,0.00757092,33.85275,-116.54101
Riverside,10,Sun,NO2,0.076975228,33.447867,-117.088649
Riverside,10,Sun,Ozone,0.424507568,33.7411,-115.8206
Riverside,10,Sun,SO2,0.003410853,33.99958,-117.41601
Riverside,10,Mon,CO,0.006079027,33.85275,-116.54101
Riverside,10,Mon,NO2,0.076764031,33.447867,-117.088649
Riverside,10,Mon,Ozone,0.438883079,33.7411,-115.8206
Riverside,10,Mon,SO2,0.003941176,33.99958,-117.41601
Riverside,10,Tues,CO,0.008140613,33.85275,-116.54101
Riverside,10,Tues,NO2,0.100092834,33.447867,-117.088649
Riverside,10,Tues,Ozone,0.447128532,33.7411,-115.8206
Riverside,10,Tues,SO2,0.003182796,33.99958,-117.41601
Riverside,10,Wed,CO,0.007171888,33.85275,-116.54101
Riverside,10,Wed,NO2,0.096300325,33.447867,-117.088649
Riverside,10,Wed,Ozone,0.475033629,33.7411,-115.8206
Riverside,10,Wed,SO2,0.002166667,33.99958,-117.41601
Riverside,10,Thurs,CO,0.010064387,33.85275,-116.54101
Riverside,10,Thurs,NO2,0.13630217,33.447867,-117.088649
Riverside,10,Thurs,Ozone,0.459317657,33.7411,-115.8206
Riverside,10,Thurs,SO2,0.002594203,33.99958,-117.41601
Riverside,10,Fri,CO,0.00935345,33.85275,-116.54101
Riverside,10,Fri,NO2,0.14729538,33.447867,-117.088649
Riverside,10,Fri,Ozone,0.455141797,33.7411,-115.8206
Riverside,10,Fri,SO2,0.002797101,33.99958,-117.41601
Riverside,10,Sat,CO,0.010661406,33.85275,-116.54101
Riverside,10,Sat,NO2,0.105704427,33.447867,-117.088649
Riverside,10,Sat,Ozone,0.450379773,33.7411,-115.8206
Riverside,10,Sat,SO2,0.004082596,33.99958,-117.41601
Riverside,11,Sun,CO,0.01241235,33.85275,-116.54101
Riverside,11,Sun,NO2,0.099717042,33.447867,-117.088649
Riverside,11,Sun,Ozone,0.440851513,33.7411,-115.8206
Riverside,11,Sun,SO2,0.002189474,33.99958,-117.41601
Riverside,11,Mon,CO,0.01274409,33.85275,-116.54101
Riverside,11,Mon,NO2,0.122190096,33.447867,-117.088649
Riverside,11,Mon,Ozone,0.407073284,33.7411,-115.8206
Riverside,11,Mon,SO2,0.002594982,33.99958,-117.41601
Riverside,11,Tues,CO,0.01049232,33.85275,-116.54101
Riverside,11,Tues,NO2,0.125368283,33.447867,-117.088649
Riverside,11,Tues,Ozone,0.38452381,33.7411,-115.8206
Riverside,11,Tues,SO2,0.002297619,33.99958,-117.41601
Riverside,11,Wed,CO,0.010668997,33.85275,-116.54101
Riverside,11,Wed,NO2,0.123872679,33.447867,-117.088649
Riverside,11,Wed,Ozone,0.375300752,33.7411,-115.8206
Riverside,11,Wed,SO2,0.002702381,33.99958,-117.41601
Riverside,11,Thurs,CO,0.007870515,33.85275,-116.54101
Riverside,11,Thurs,NO2,0.104313758,33.447867,-117.088649
Riverside,11,Thurs,Ozone,0.440018921,33.7411,-115.8206
Riverside,11,Thurs,SO2,0.001362319,33.99958,-117.41601
Riverside,11,Fri,CO,0.012009647,33.85275,-116.54101
Riverside,11,Fri,NO2,0.140972268,33.447867,-117.088649
Riverside,11,Fri,Ozone,0.396564345,33.7411,-115.8206
Riverside,11,Fri,SO2,0.003069444,33.99958,-117.41601
Riverside,11,Sat,CO,0.014273765,33.85275,-116.54101
Riverside,11,Sat,NO2,0.138281759,33.447867,-117.088649
Riverside,11,Sat,Ozone,0.404918418,33.7411,-115.8206
Riverside,11,Sat,SO2,0.004611111,33.99958,-117.41601
Riverside,12,Sun,CO,0.008977662,33.85275,-116.54101
Riverside,12,Sun,NO2,0.093223169,33.447867,-117.088649
Riverside,12,Sun,Ozone,0.378402167,33.7411,-115.8206
Riverside,12,Sun,SO2,0.003583333,33.99958,-117.41601
Riverside,12,Mon,CO,0.006857857,33.85275,-116.54101
Riverside,12,Mon,NO2,0.090187175,33.447867,-117.088649
Riverside,12,Mon,Ozone,0.408297825,33.7411,-115.8206
Riverside,12,Mon,SO2,0.003875,33.99958,-117.41601
Riverside,12,Tues,CO,0.007399206,33.85275,-116.54101
Riverside,12,Tues,NO2,0.122535135,33.447867,-117.088649
Riverside,12,Tues,Ozone,0.360720169,33.7411,-115.8206
Riverside,12,Tues,SO2,0.002986111,33.99958,-117.41601
Riverside,12,Wed,CO,0.009713594,33.85275,-116.54101
Riverside,12,Wed,NO2,0.131211823,33.447867,-117.088649
Riverside,12,Wed,Ozone,0.299579488,33.7411,-115.8206
Riverside,12,Wed,SO2,0.005768116,33.99958,-117.41601
Riverside,12,Thurs,CO,0.010121348,33.85275,-116.54101
Riverside,12,Thurs,NO2,0.137267442,33.447867,-117.088649
Riverside,12,Thurs,Ozone,0.291256727,33.7411,-115.8206
Riverside,12,Thurs,SO2,0.00614245,33.99958,-117.41601
Riverside,12,Fri,CO,0.007377523,33.85275,-116.54101
Riverside,12,Fri,NO2,0.100323015,33.447867,-117.088649
Riverside,12,Fri,Ozone,0.347622187,33.7411,-115.8206
Riverside,12,Fri,SO2,0.00509434,33.99958,-117.41601
Riverside,12,Sat,CO,0.006981732,33.85275,-116.54101
Riverside,12,Sat,NO2,0.077836879,33.447867,-117.088649
Riverside,12,Sat,Ozone,0.422942838,33.7411,-115.8206
Riverside,12,Sat,SO2,0.004606061,33.99958,-117.41601
Sacramento,1,Sun,CO,0.014222215,38.71209,-121.38109
Sacramento,1,Sun,NO2,0.064493873,38.71209,-121.38109
Sacramento,1,Sun,Ozone,0.297813051,38.71209,-121.38109
Sacramento,1,Sun,SO2,0.032252874,38.613779,-121.368014
Sacramento,1,Mon,CO,0.016062234,38.71209,-121.38109
Sacramento,1,Mon,NO2,0.091746177,38.71209,-121.38109
Sacramento,1,Mon,Ozone,0.240297528,38.71209,-121.38109
Sacramento,1,Mon,SO2,0.033617021,38.613779,-121.368014
Sacramento,1,Tues,CO,0.014175871,38.71209,-121.38109
Sacramento,1,Tues,NO2,0.074067901,38.71209,-121.38109
Sacramento,1,Tues,Ozone,0.2754499,38.71209,-121.38109
Sacramento,1,Tues,SO2,0.037347518,38.613779,-121.368014
Sacramento,1,Wed,CO,0.014340999,38.71209,-121.38109
Sacramento,1,Wed,NO2,0.077946958,38.71209,-121.38109
Sacramento,1,Wed,Ozone,0.295482866,38.71209,-121.38109
Sacramento,1,Wed,SO2,0.03870922,38.613779,-121.368014
Sacramento,1,Thurs,CO,0.016300594,38.71209,-121.38109
Sacramento,1,Thurs,NO2,0.101347158,38.71209,-121.38109
Sacramento,1,Thurs,Ozone,0.205414924,38.71209,-121.38109
Sacramento,1,Thurs,SO2,0.0336,38.613779,-121.368014
Sacramento,1,Fri,CO,0.016027217,38.71209,-121.38109
Sacramento,1,Fri,NO2,0.088773632,38.71209,-121.38109
Sacramento,1,Fri,Ozone,0.242173532,38.71209,-121.38109
Sacramento,1,Fri,SO2,0.026917379,38.613779,-121.368014
Sacramento,1,Sat,CO,0.013658355,38.71209,-121.38109
Sacramento,1,Sat,NO2,0.064643985,38.71209,-121.38109
Sacramento,1,Sat,Ozone,0.333252132,38.71209,-121.38109
Sacramento,1,Sat,SO2,0.027853107,38.613779,-121.368014
Sacramento,2,Sun,CO,0.019088146,38.71209,-121.38109
Sacramento,2,Sun,NO2,0.081868878,38.71209,-121.38109
Sacramento,2,Sun,Ozone,0.257593735,38.71209,-121.38109
Sacramento,2,Sun,SO2,0.041943262,38.613779,-121.368014
Sacramento,2,Mon,CO,0.018352273,38.71209,-121.38109
Sacramento,2,Mon,NO2,0.096289963,38.71209,-121.38109
Sacramento,2,Mon,Ozone,0.307040417,38.71209,-121.38109
Sacramento,2,Mon,SO2,0.040418079,38.613779,-121.368014
Sacramento,2,Tues,CO,0.018244898,38.71209,-121.38109
Sacramento,2,Tues,NO2,0.116536697,38.71209,-121.38109
Sacramento,2,Tues,Ozone,0.282790179,38.71209,-121.38109
Sacramento,2,Tues,SO2,0.038468085,38.613779,-121.368014
Sacramento,2,Wed,CO,0.018551165,38.71209,-121.38109
Sacramento,2,Wed,NO2,0.112607937,38.71209,-121.38109
Sacramento,2,Wed,Ozone,0.281269841,38.71209,-121.38109
Sacramento,2,Wed,SO2,0.043275362,38.613779,-121.368014
Sacramento,2,Thurs,CO,0.018735868,38.71209,-121.38109
Sacramento,2,Thurs,NO2,0.111099213,38.71209,-121.38109
Sacramento,2,Thurs,Ozone,0.316760405,38.71209,-121.38109
Sacramento,2,Thurs,SO2,0.044501961,38.613779,-121.368014
Sacramento,2,Fri,CO,0.020194572,38.71209,-121.38109
Sacramento,2,Fri,NO2,0.11405418,38.71209,-121.38109
Sacramento,2,Fri,Ozone,0.279256966,38.71209,-121.38109
Sacramento,2,Fri,SO2,0.039498208,38.613779,-121.368014
Sacramento,2,Sat,CO,0.018733536,38.71209,-121.38109
Sacramento,2,Sat,NO2,0.089646789,38.71209,-121.38109
Sacramento,2,Sat,Ozone,0.25694383,38.71209,-121.38109
Sacramento,2,Sat,SO2,0.039177305,38.613779,-121.368014
Sacramento,3,Sun,CO,0.011444477,38.71209,-121.38109
Sacramento,3,Sun,NO2,0.021657512,38.71209,-121.38109
Sacramento,3,Sun,Ozone,0.435679668,38.71209,-121.38109
Sacramento,3,Sun,SO2,0.08257277,38.613779,-121.368014
Sacramento,3,Mon,CO,0.012160432,38.71209,-121.38109
Sacramento,3,Mon,NO2,0.059722662,38.71209,-121.38109
Sacramento,3,Mon,Ozone,0.449501134,38.71209,-121.38109
Sacramento,3,Mon,SO2,0.086713178,38.613779,-121.368014
Sacramento,3,Tues,CO,0.01364544,38.71209,-121.38109
Sacramento,3,Tues,NO2,0.075899371,38.71209,-121.38109
Sacramento,3,Tues,Ozone,0.340302267,38.71209,-121.38109
Sacramento,3,Tues,SO2,0.080497175,38.613779,-121.368014
Sacramento,3,Wed,CO,0.013806229,38.71209,-121.38109
Sacramento,3,Wed,NO2,0.077100127,38.71209,-121.38109
