"","Latitude","Longitude","County","Dayofweek","Pollutant","Sample"
"702",34.06703,-117.7514,"Los Angeles","Tues","Ozone",0.333000623830318
"703",34.06703,-117.7514,"Los Angeles","Wed","CO",0.00956203489081371
"704",34.06703,-117.7514,"Los Angeles","Wed","NO2",0.221615916955017
"705",34.06703,-117.7514,"Los Angeles","Wed","Ozone",0.321983652555813
"706",34.06703,-117.7514,"Los Angeles","Thurs","CO",0.00975503274314819
"707",34.06703,-117.7514,"Los Angeles","Thurs","NO2",0.226675347222222
"708",34.06703,-117.7514,"Los Angeles","Thurs","Ozone",0.331176541863565
"709",34.06703,-117.7514,"Los Angeles","Fri","CO",0.00959632583998066
"710",34.06703,-117.7514,"Los Angeles","Fri","NO2",0.221424190800681
"711",34.06703,-117.7514,"Los Angeles","Fri","Ozone",0.338792790613282
"712",34.06703,-117.7514,"Los Angeles","Sat","CO",0.00929659173313996
"713",34.06703,-117.7514,"Los Angeles","Sat","NO2",0.188605419136325
"714",34.06703,-117.7514,"Los Angeles","Sat","Ozone",0.378946096204979
"715",34.067802,-117.526711,"San Bernardino","Sun","CO",0.0117106168310021
"716",34.067802,-117.526711,"San Bernardino","Sun","NO2",0.198569682151589
"717",34.067802,-117.526711,"San Bernardino","Mon","CO",0.0122838798440725
"718",34.067802,-117.526711,"San Bernardino","Mon","NO2",0.285479634247714
"719",34.067802,-117.526711,"San Bernardino","Tues","CO",0.0136983736983737
"720",34.067802,-117.526711,"San Bernardino","Tues","NO2",0.325540336134454
"721",34.067802,-117.526711,"San Bernardino","Wed","CO",0.0142691990090834
"722",34.067802,-117.526711,"San Bernardino","Wed","NO2",0.326381434599156
"723",34.067802,-117.526711,"San Bernardino","Thurs","CO",0.0143305044790193
"724",34.067802,-117.526711,"San Bernardino","Thurs","NO2",0.338626254180602
"725",34.067802,-117.526711,"San Bernardino","Fri","CO",0.0145202048947069
"726",34.067802,-117.526711,"San Bernardino","Fri","NO2",0.331955990220049
"727",34.067802,-117.526711,"San Bernardino","Sat","CO",0.0134128233970754
"728",34.067802,-117.526711,"San Bernardino","Sat","NO2",0.246816147082334
"729",34.06957,-116.38893,"San Bernardino","Sun","Ozone",0.686870421245421
"730",34.06957,-116.38893,"San Bernardino","Mon","Ozone",0.696669728984841
"731",34.06957,-116.38893,"San Bernardino","Tues","Ozone",0.721803239062122
"732",34.06957,-116.38893,"San Bernardino","Wed","Ozone",0.724677419354839
"733",34.06957,-116.38893,"San Bernardino","Thurs","Ozone",0.723633864131057
"734",34.06957,-116.38893,"San Bernardino","Fri","Ozone",0.716324921135647
"735",34.06957,-116.38893,"San Bernardino","Sat","Ozone",0.697088906372935
"736",34.10002,-117.49201,"San Bernardino","Sun","CO",0.0049607535321821
"737",34.10002,-117.49201,"San Bernardino","Sun","NO2",0.128616379310345
"738",34.10002,-117.49201,"San Bernardino","Sun","Ozone",0.451609403254973
"739",34.10002,-117.49201,"San Bernardino","Sun","SO2",0.00392573550414167
"740",34.10002,-117.49201,"San Bernardino","Mon","CO",0.0049005424954792
"741",34.10002,-117.49201,"San Bernardino","Mon","NO2",0.164012068965517
"742",34.10002,-117.49201,"San Bernardino","Mon","Ozone",0.405526061776062
"743",34.10002,-117.49201,"San Bernardino","Mon","SO2",0.00446809728183119
"744",34.10002,-117.49201,"San Bernardino","Tues","CO",0.00602873407427487
"745",34.10002,-117.49201,"San Bernardino","Tues","NO2",0.194048713235294
"746",34.10002,-117.49201,"San Bernardino","Tues","Ozone",0.379798501679153
"747",34.10002,-117.49201,"San Bernardino","Tues","SO2",0.00538396624472574
"748",34.10002,-117.49201,"San Bernardino","Wed","CO",0.00654972236244321
"749",34.10002,-117.49201,"San Bernardino","Wed","NO2",0.206127337488869
"750",34.10002,-117.49201,"San Bernardino","Wed","Ozone",0.370967741935484
"751",34.10002,-117.49201,"San Bernardino","Wed","SO2",0.00550382128159906
"752",34.10002,-117.49201,"San Bernardino","Thurs","CO",0.0064021618965729
"753",34.10002,-117.49201,"San Bernardino","Thurs","NO2",0.209151436031332
"754",34.10002,-117.49201,"San Bernardino","Thurs","Ozone",0.377370846471016
"755",34.10002,-117.49201,"San Bernardino","Thurs","SO2",0.00574518262870291
"756",34.10002,-117.49201,"San Bernardino","Fri","CO",0.00676919380031239
"757",34.10002,-117.49201,"San Bernardino","Fri","NO2",0.208050538525269
"758",34.10002,-117.49201,"San Bernardino","Fri","Ozone",0.375922421948912
"759",34.10002,-117.49201,"San Bernardino","Fri","SO2",0.00581960784313726
"760",34.10002,-117.49201,"San Bernardino","Sat","CO",0.00597559472451621
"761",34.10002,-117.49201,"San Bernardino","Sat","NO2",0.163833046471601
"762",34.10002,-117.49201,"San Bernardino","Sat","Ozone",0.433907492170561
"763",34.10002,-117.49201,"San Bernardino","Sat","SO2",0.00476532648987739
"764",34.10374,-117.62914,"San Bernardino","Sun","CO",0.0127393838467943
"765",34.10374,-117.62914,"San Bernardino","Sun","NO2",0.115301255230126
"766",34.10374,-117.62914,"San Bernardino","Sun","Ozone",0.530345238095238
"767",34.10374,-117.62914,"San Bernardino","Mon","CO",0.0131925050722043
"768",34.10374,-117.62914,"San Bernardino","Mon","NO2",0.151575605680869
"769",34.10374,-117.62914,"San Bernardino","Mon","Ozone",0.469566774078052
"770",34.10374,-117.62914,"San Bernardino","Tues","CO",0.0138850632277451
"771",34.10374,-117.62914,"San Bernardino","Tues","NO2",0.174648197009675
"772",34.10374,-117.62914,"San Bernardino","Tues","Ozone",0.450625469101826
"773",34.10374,-117.62914,"San Bernardino","Wed","CO",0.0144336648071792
"774",34.10374,-117.62914,"San Bernardino","Wed","NO2",0.185331918505942
"775",34.10374,-117.62914,"San Bernardino","Wed","Ozone",0.441171477079796
"776",34.10374,-117.62914,"San Bernardino","Thurs","CO",0.0148747403152878
"777",34.10374,-117.62914,"San Bernardino","Thurs","NO2",0.194801539777588
"778",34.10374,-117.62914,"San Bernardino","Thurs","Ozone",0.44443358181596
"779",34.10374,-117.62914,"San Bernardino","Fri","CO",0.0146715506715507
"780",34.10374,-117.62914,"San Bernardino","Fri","NO2",0.188607356715141
"781",34.10374,-117.62914,"San Bernardino","Fri","Ozone",0.451826958328241
"782",34.10374,-117.62914,"San Bernardino","Sat","CO",0.0139986107895346
"783",34.10374,-117.62914,"San Bernardino","Sat","NO2",0.150982815057283
"784",34.10374,-117.62914,"San Bernardino","Sat","Ozone",0.503707565751361
"785",34.10688,-117.27411,"San Bernardino","Sun","CO",0.0136859781696054
"786",34.10688,-117.27411,"San Bernardino","Sun","NO2",0.129177162048699
"787",34.10688,-117.27411,"San Bernardino","Sun","Ozone",0.498483245149912
"788",34.10688,-117.27411,"San Bernardino","Mon","CO",0.013553050722862
"789",34.10688,-117.27411,"San Bernardino","Mon","NO2",0.153308747855918
"790",34.10688,-117.27411,"San Bernardino","Mon","Ozone",0.451033912324235
"791",34.10688,-117.27411,"San Bernardino","Tues","CO",0.0142378432854623
"792",34.10688,-117.27411,"San Bernardino","Tues","NO2",0.171681376875552
"793",34.10688,-117.27411,"San Bernardino","Tues","Ozone",0.440809402641464
"794",34.10688,-117.27411,"San Bernardino","Wed","CO",0.0152568012687569
"795",34.10688,-117.27411,"San Bernardino","Wed","NO2",0.182375216637782
"796",34.10688,-117.27411,"San Bernardino","Wed","Ozone",0.432157750506374
"797",34.10688,-117.27411,"San Bernardino","Thurs","CO",0.0153829160530191
"798",34.10688,-117.27411,"San Bernardino","Thurs","NO2",0.188350877192982
"799",34.10688,-117.27411,"San Bernardino","Thurs","Ozone",0.437626262626263
"800",34.10688,-117.27411,"San Bernardino","Fri","CO",0.0157772236076475
"801",34.10688,-117.27411,"San Bernardino","Fri","NO2",0.186792869269949
"802",34.10688,-117.27411,"San Bernardino","Fri","Ozone",0.444393992315753
"803",34.10688,-117.27411,"San Bernardino","Sat","CO",0.0152734559170203
"804",34.10688,-117.27411,"San Bernardino","Sat","NO2",0.154377887788779
"805",34.10688,-117.27411,"San Bernardino","Sat","Ozone",0.482674526121128
"806",34.1326,-118.1272,"Los Angeles","Sun","CO",0.00674227799227799
"807",34.1326,-118.1272,"Los Angeles","Sun","NO2",0.115649493243243
"808",34.1326,-118.1272,"Los Angeles","Sun","Ozone",0.417688244687385
"809",34.1326,-118.1272,"Los Angeles","Mon","CO",0.00711758334336262
"810",34.1326,-118.1272,"Los Angeles","Mon","NO2",0.142982308340354
"811",34.1326,-118.1272,"Los Angeles","Mon","Ozone",0.386254759857511
"812",34.1326,-118.1272,"Los Angeles","Tues","CO",0.00772541743970315
"813",34.1326,-118.1272,"Los Angeles","Tues","NO2",0.162890909090909
"814",34.1326,-118.1272,"Los Angeles","Tues","Ozone",0.361091549295775
"815",34.1326,-118.1272,"Los Angeles","Wed","CO",0.00804709309382207
"816",34.1326,-118.1272,"Los Angeles","Wed","NO2",0.172388275276126
"817",34.1326,-118.1272,"Los Angeles","Wed","Ozone",0.363218964441672
"818",34.1326,-118.1272,"Los Angeles","Thurs","CO",0.00821187258687259
"819",34.1326,-118.1272,"Los Angeles","Thurs","NO2",0.177700674536256
"820",34.1326,-118.1272,"Los Angeles","Thurs","Ozone",0.364763559637582
"821",34.1326,-118.1272,"Los Angeles","Fri","CO",0.00793597304128054
"822",34.1326,-118.1272,"Los Angeles","Fri","NO2",0.167056397306397
"823",34.1326,-118.1272,"Los Angeles","Fri","Ozone",0.376326530612245
"824",34.1326,-118.1272,"Los Angeles","Sat","CO",0.00743948742287613
"825",34.1326,-118.1272,"Los Angeles","Sat","NO2",0.142794850498339
"826",34.1326,-118.1272,"Los Angeles","Sat","Ozone",0.402167070217918
"827",34.1365,-117.92391,"Los Angeles","Sun","CO",0.00873422201250442
"828",34.1365,-117.92391,"Los Angeles","Sun","NO2",0.117744013212221
"829",34.1365,-117.92391,"Los Angeles","Sun","Ozone",0.48586764185443
"830",34.1365,-117.92391,"Los Angeles","Mon","CO",0.00918248000954768
"831",34.1365,-117.92391,"Los Angeles","Mon","NO2",0.159599832915622
"832",34.1365,-117.92391,"Los Angeles","Mon","Ozone",0.421601623105382
"833",34.1365,-117.92391,"Los Angeles","Tues","CO",0.00949198188272738
"834",34.1365,-117.92391,"Los Angeles","Tues","NO2",0.177555650684932
"835",34.1365,-117.92391,"Los Angeles","Tues","Ozone",0.411751744399559
"836",34.1365,-117.92391,"Los Angeles","Wed","CO",0.00987645436008157
"837",34.1365,-117.92391,"Los Angeles","Wed","NO2",0.185769101595298
"838",34.1365,-117.92391,"Los Angeles","Wed","Ozone",0.411682859541802
"839",34.1365,-117.92391,"Los Angeles","Thurs","CO",0.010261468980271
"840",34.1365,-117.92391,"Los Angeles","Thurs","NO2",0.193958368026644
"841",34.1365,-117.92391,"Los Angeles","Thurs","Ozone",0.418611837413834
"842",34.1365,-117.92391,"Los Angeles","Fri","CO",0.0101032136992728
"843",34.1365,-117.92391,"Los Angeles","Fri","NO2",0.182671592775041
"844",34.1365,-117.92391,"Los Angeles","Fri","Ozone",0.421798333137692
"845",34.1365,-117.92391,"Los Angeles","Sat","CO",0.00969955105329803
"846",34.1365,-117.92391,"Los Angeles","Sat","NO2",0.145485092667204
"847",34.1365,-117.92391,"Los Angeles","Sat","Ozone",0.46897663174859
"848",34.14435,-117.85036,"Los Angeles","Sun","CO",0.00590714285714286
"849",34.14435,-117.85036,"Los Angeles","Sun","NO2",0.0821298917568693
"850",34.14435,-117.85036,"Los Angeles","Sun","Ozone",0.509424271380793
"851",34.14435,-117.85036,"Los Angeles","Mon","CO",0.00590235081374322
"852",34.14435,-117.85036,"Los Angeles","Mon","NO2",0.106752107925801
"853",34.14435,-117.85036,"Los Angeles","Mon","Ozone",0.461316075964679
"854",34.14435,-117.85036,"Los Angeles","Tues","CO",0.00654496446949277
"855",34.14435,-117.85036,"Los Angeles","Tues","NO2",0.12467551369863
"856",34.14435,-117.85036,"Los Angeles","Tues","Ozone",0.446403683424589
"857",34.14435,-117.85036,"Los Angeles","Wed","CO",0.00666083916083916
"858",34.14435,-117.85036,"Los Angeles","Wed","NO2",0.129664383561644
"859",34.14435,-117.85036,"Los Angeles","Wed","Ozone",0.445404595404595
"860",34.14435,-117.85036,"Los Angeles","Thurs","CO",0.00691588785046729
"861",34.14435,-117.85036,"Los Angeles","Thurs","NO2",0.136659185369909
"862",34.14435,-117.85036,"Los Angeles","Thurs","Ozone",0.451614440605266
"863",34.14435,-117.85036,"Los Angeles","Fri","CO",0.00692116182572614
"864",34.14435,-117.85036,"Los Angeles","Fri","NO2",0.130275720164609
"865",34.14435,-117.85036,"Los Angeles","Fri","Ozone",0.451077611588741
"866",34.14435,-117.85036,"Los Angeles","Sat","CO",0.00655448531971684
"867",34.14435,-117.85036,"Los Angeles","Sat","NO2",0.101595779220779
"868",34.14435,-117.85036,"Los Angeles","Sat","Ozone",0.497733348831803
"869",34.19925,-118.53276,"Los Angeles","Sun","CO",0.0137071724955542
"870",34.19925,-118.53276,"Los Angeles","Sun","NO2",0.0996753022452504
"871",34.19925,-118.53276,"Los Angeles","Sun","Ozone",0.475352697095436
"872",34.19925,-118.53276,"Los Angeles","Mon","CO",0.0136252692031587
"873",34.19925,-118.53276,"Los Angeles","Mon","NO2",0.11379337401918
"874",34.19925,-118.53276,"Los Angeles","Mon","Ozone",0.471643933955492
"875",34.19925,-118.53276,"Los Angeles","Tues","CO",0.0149661059502887
"876",34.19925,-118.53276,"Los Angeles","Tues","NO2",0.137328167730173
"877",34.19925,-118.53276,"Los Angeles","Tues","Ozone",0.445844840572433
"878",34.19925,-118.53276,"Los Angeles","Wed","CO",0.0158962852156569
"879",34.19925,-118.53276,"Los Angeles","Wed","NO2",0.140222715173026
"880",34.19925,-118.53276,"Los Angeles","Wed","Ozone",0.438706058339566
"881",34.19925,-118.53276,"Los Angeles","Thurs","CO",0.0155821917808219
"882",34.19925,-118.53276,"Los Angeles","Thurs","NO2",0.141560698689956
"883",34.19925,-118.53276,"Los Angeles","Thurs","Ozone",0.456372309197652
"884",34.19925,-118.53276,"Los Angeles","Fri","CO",0.0158937426210153
"885",34.19925,-118.53276,"Los Angeles","Fri","NO2",0.14082448630137
"886",34.19925,-118.53276,"Los Angeles","Fri","Ozone",0.458465171192444
"887",34.19925,-118.53276,"Los Angeles","Sat","CO",0.0157236075506875
"888",34.19925,-118.53276,"Los Angeles","Sat","NO2",0.127516539440204
"889",34.19925,-118.53276,"Los Angeles","Sat","Ozone",0.461372640410161
"890",34.210154,-118.870496,"Ventura","Sun","Ozone",0.452808988764045
"891",34.210154,-118.870496,"Ventura","Mon","Ozone",0.457465437788018
"892",34.210154,-118.870496,"Ventura","Tues","Ozone",0.44390131956397
"893",34.210154,-118.870496,"Ventura","Wed","Ozone",0.431930066712675
"894",34.210154,-118.870496,"Ventura","Thurs","Ozone",0.44514652014652
"895",34.210154,-118.870496,"Ventura","Fri","Ozone",0.442474087426769
"896",34.210154,-118.870496,"Ventura","Sat","Ozone",0.43527628032345
"897",34.2431,-117.27235,"San Bernardino","Sun","Ozone",0.635808116349988
"898",34.2431,-117.27235,"San Bernardino","Mon","Ozone",0.606317774634606
"899",34.2431,-117.27235,"San Bernardino","Tues","Ozone",0.613333333333333
"900",34.2431,-117.27235,"San Bernardino","Wed","Ozone",0.636313976962356
"901",34.2431,-117.27235,"San Bernardino","Thurs","Ozone",0.633075299085151
"902",34.2431,-117.27235,"San Bernardino","Fri","Ozone",0.646234817813765
"903",34.2431,-117.27235,"San Bernardino","Sat","Ozone",0.641493296347665
"904",34.252378,-119.143176,"Ventura","Sun","NO2",0.0336080740117746
"905",34.252378,-119.143176,"Ventura","Sun","Ozone",0.417049140934759
"906",34.252378,-119.143176,"Ventura","Mon","NO2",0.0485547201336675
"907",34.252378,-119.143176,"Ventura","Mon","Ozone",0.407733619763695
"908",34.252378,-119.143176,"Ventura","Tues","NO2",0.0611983122362869
"909",34.252378,-119.143176,"Ventura","Tues","Ozone",0.381989667187312
"910",34.252378,-119.143176,"Ventura","Wed","NO2",0.0601936026936027
"911",34.252378,-119.143176,"Ventura","Wed","Ozone",0.385111512959614
"912",34.252378,-119.143176,"Ventura","Thurs","NO2",0.0627125850340136
"913",34.252378,-119.143176,"Ventura","Thurs","Ozone",0.381705108078734
"914",34.252378,-119.143176,"Ventura","Fri","NO2",0.0601403798513625
"915",34.252378,-119.143176,"Ventura","Fri","Ozone",0.39055829228243
"916",34.252378,-119.143176,"Ventura","Sat","NO2",0.0512387202625103
"917",34.252378,-119.143176,"Ventura","Sat","Ozone",0.391210594163834
"918",34.276362,-118.683757,"Ventura","Sun","NO2",0.0578010033444816
"919",34.276362,-118.683757,"Ventura","Sun","Ozone",0.483130180399805
"920",34.276362,-118.683757,"Ventura","Mon","NO2",0.0698162071846282
"921",34.276362,-118.683757,"Ventura","Mon","Ozone",0.470929666585544
"922",34.276362,-118.683757,"Ventura","Tues","NO2",0.0841107382550336
"923",34.276362,-118.683757,"Ventura","Tues","Ozone",0.463225728740063
"924",34.276362,-118.683757,"Ventura","Wed","NO2",0.0959982935153584
"925",34.276362,-118.683757,"Ventura","Wed","Ozone",0.44889234822177
"926",34.276362,-118.683757,"Ventura","Thurs","NO2",0.0921761219305673
"927",34.276362,-118.683757,"Ventura","Thurs","Ozone",0.464417767106843
"928",34.276362,-118.683757,"Ventura","Fri","NO2",0.0924523612261806
"929",34.276362,-118.683757,"Ventura","Fri","Ozone",0.458227251296558
"930",34.276362,-118.683757,"Ventura","Sat","NO2",0.0807629204265792
"931",34.276362,-118.683757,"Ventura","Sat","Ozone",0.447068676716918
"932",34.38344,-118.5284,"Los Angeles","Sun","CO",0.00543918918918919
"933",34.38344,-118.5284,"Los Angeles","Sun","NO2",0.0703669250645995
"934",34.38344,-118.5284,"Los Angeles","Sun","Ozone",0.494493418669243
"935",34.38344,-118.5284,"Los Angeles","Mon","CO",0.00541797157311491
"936",34.38344,-118.5284,"Los Angeles","Mon","NO2",0.0914608770421324
"937",34.38344,-118.5284,"Los Angeles","Mon","Ozone",0.471681522524693
"938",34.38344,-118.5284,"Los Angeles","Tues","CO",0.00607048124289504
"939",34.38344,-118.5284,"Los Angeles","Tues","NO2",0.111076645626691
"940",34.38344,-118.5284,"Los Angeles","Tues","Ozone",0.463584691170898
"941",34.38344,-118.5284,"Los Angeles","Wed","CO",0.00646240925310693
"942",34.38344,-118.5284,"Los Angeles","Wed","NO2",0.117615986099044
"943",34.38344,-118.5284,"Los Angeles","Wed","Ozone",0.459431524547804
"944",34.38344,-118.5284,"Los Angeles","Thurs","CO",0.00627962986436811
"945",34.38344,-118.5284,"Los Angeles","Thurs","NO2",0.114871478873239
"946",34.38344,-118.5284,"Los Angeles","Thurs","Ozone",0.481931309109009
"947",34.38344,-118.5284,"Los Angeles","Fri","CO",0.00666183224558859
"948",34.38344,-118.5284,"Los Angeles","Fri","NO2",0.11697866894198
"949",34.38344,-118.5284,"Los Angeles","Fri","Ozone",0.465915627996165
"950",34.38344,-118.5284,"Los Angeles","Sat","CO",0.006203132415757
"951",34.38344,-118.5284,"Los Angeles","Sat","NO2",0.089839966130398
"952",34.38344,-118.5284,"Los Angeles","Sat","Ozone",0.47874940673944
"953",34.402773,-119.458454,"Santa Barbara","Sun","NO2",0.00879354290569244
"954",34.402773,-119.458454,"Santa Barbara","Sun","Ozone",0.378195488721804
"955",34.402773,-119.458454,"Santa Barbara","Mon","NO2",0.0113886384129847
"956",34.402773,-119.458454,"Santa Barbara","Mon","Ozone",0.362613981762918
"957",34.402773,-119.458454,"Santa Barbara","Tues","NO2",0.012453781512605
"958",34.402773,-119.458454,"Santa Barbara","Tues","Ozone",0.37630962652533
"959",34.402773,-119.458454,"Santa Barbara","Wed","NO2",0.0132941176470588
"960",34.402773,-119.458454,"Santa Barbara","Wed","Ozone",0.370730811604848
"961",34.402773,-119.458454,"Santa Barbara","Thurs","NO2",0.0129441624365482
"962",34.402773,-119.458454,"Santa Barbara","Thurs","Ozone",0.371819626054014
"963",34.402773,-119.458454,"Santa Barbara","Fri","NO2",0.0126263463131732
"964",34.402773,-119.458454,"Santa Barbara","Fri","Ozone",0.376836225338721
"965",34.402773,-119.458454,"Santa Barbara","Sat","NO2",0.0118227424749164
"966",34.402773,-119.458454,"Santa Barbara","Sat","Ozone",0.374186103012634
"967",34.404268,-118.809946,"Ventura","Sun","Ozone",0.451020408163265
"968",34.404268,-118.809946,"Ventura","Mon","Ozone",0.444144351223997
"969",34.404268,-118.809946,"Ventura","Tues","Ozone",0.443239175735124
"970",34.404268,-118.809946,"Ventura","Wed","Ozone",0.430645161290323
"971",34.404268,-118.809946,"Ventura","Thurs","Ozone",0.451015490533563
"972",34.404268,-118.809946,"Ventura","Fri","Ozone",0.435944700460829
"973",34.404268,-118.809946,"Ventura","Sat","Ozone",0.436545372866128
"974",34.414942,-119.879511,"Santa Barbara","Sun","SO2",0.00732441471571906
"975",34.414942,-119.879511,"Santa Barbara","Mon","SO2",0.00762549351381839
"976",34.414942,-119.879511,"Santa Barbara","Tues","SO2",0.00761904761904762
"977",34.414942,-119.879511,"Santa Barbara","Wed","SO2",0.00755142293603832
"978",34.414942,-119.879511,"Santa Barbara","Thurs","SO2",0.00755720470006184
"979",34.414942,-119.879511,"Santa Barbara","Fri","SO2",0.00739635157545605
"980",34.414942,-119.879511,"Santa Barbara","Sat","SO2",0.00736122504785343
"981",34.418073,-117.285597,"San Bernardino","Sun","Ozone",0.599335267101765
"982",34.418073,-117.285597,"San Bernardino","Mon","Ozone",0.589460370994941
"983",34.418073,-117.285597,"San Bernardino","Tues","Ozone",0.588525579150579
"984",34.418073,-117.285597,"San Bernardino","Wed","Ozone",0.599443570823757
"985",34.418073,-117.285597,"San Bernardino","Thurs","Ozone",0.602651839178785
"986",34.418073,-117.285597,"San Bernardino","Fri","Ozone",0.602968306527909
"987",34.418073,-117.285597,"San Bernardino","Sat","Ozone",0.613600378116507
"988",34.426126,-117.563939,"San Bernardino","Sun","Ozone",0.652116402116402
"989",34.426126,-117.563939,"San Bernardino","Mon","Ozone",0.642237125142351
"990",34.426126,-117.563939,"San Bernardino","Tues","Ozone",0.650256217972753
"991",34.426126,-117.563939,"San Bernardino","Wed","Ozone",0.661351819757366
"992",34.426126,-117.563939,"San Bernardino","Thurs","Ozone",0.679164120738115
"993",34.426126,-117.563939,"San Bernardino","Fri","Ozone",0.659316507668156
"994",34.426126,-117.563939,"San Bernardino","Sat","Ozone",0.665457875457875
"995",34.427775,-119.691218,"Santa Barbara","Sun","CO",0.00591149301825994
"996",34.427775,-119.691218,"Santa Barbara","Sun","NO2",0.0537001703577513
"997",34.427775,-119.691218,"Santa Barbara","Sun","Ozone",0.418307673946772
"998",34.427775,-119.691218,"Santa Barbara","Mon","CO",0.00654241531664212
"999",34.427775,-119.691218,"Santa Barbara","Mon","NO2",0.0710135593220339
"1000",34.427775,-119.691218,"Santa Barbara","Mon","Ozone",0.397289192755188
"1001",34.427775,-119.691218,"Santa Barbara","Tues","CO",0.00706161848312568
"1002",34.427775,-119.691218,"Santa Barbara","Tues","NO2",0.0851384615384615
"1003",34.427775,-119.691218,"Santa Barbara","Tues","Ozone",0.383936131607596
"1004",34.427775,-119.691218,"Santa Barbara","Wed","CO",0.00726200556429176
"1005",34.427775,-119.691218,"Santa Barbara","Wed","NO2",0.091213298791019
"1006",34.427775,-119.691218,"Santa Barbara","Wed","Ozone",0.361409233744259
"1007",34.427775,-119.691218,"Santa Barbara","Thurs","CO",0.00691063318514959
"1008",34.427775,-119.691218,"Santa Barbara","Thurs","NO2",0.0844854202401372
"1009",34.427775,-119.691218,"Santa Barbara","Thurs","Ozone",0.372470362830799
"1010",34.427775,-119.691218,"Santa Barbara","Fri","CO",0.00685271828665568
"1011",34.427775,-119.691218,"Santa Barbara","Fri","NO2",0.0820931208053691
"1012",34.427775,-119.691218,"Santa Barbara","Fri","Ozone",0.387360376249265
"1013",34.427775,-119.691218,"Santa Barbara","Sat","CO",0.00660957845433255
"1014",34.427775,-119.691218,"Santa Barbara","Sat","NO2",0.0698521303258145
"1015",34.427775,-119.691218,"Santa Barbara","Sat","Ozone",0.397915690866511
"1016",34.44551,-119.8284,"Santa Barbara","Sun","CO",0.00424723424723425
"1017",34.44551,-119.8284,"Santa Barbara","Sun","NO2",0.0170552763819095
"1018",34.44551,-119.8284,"Santa Barbara","Sun","Ozone",0.398365973807521
"1019",34.44551,-119.8284,"Santa Barbara","Mon","CO",0.0044706808343172
"1020",34.44551,-119.8284,"Santa Barbara","Mon","NO2",0.0272283813747228
"1021",34.44551,-119.8284,"Santa Barbara","Mon","Ozone",0.403834033613445
"1022",34.44551,-119.8284,"Santa Barbara","Tues","CO",0.00467947178871549
"1023",34.44551,-119.8284,"Santa Barbara","Tues","NO2",0.0315639374425023
"1024",34.44551,-119.8284,"Santa Barbara","Tues","Ozone",0.385138539042821
"1025",34.44551,-119.8284,"Santa Barbara","Wed","CO",0.004787450604718
"1026",34.44551,-119.8284,"Santa Barbara","Wed","NO2",0.0337339449541284
"1027",34.44551,-119.8284,"Santa Barbara","Wed","Ozone",0.36934847579199
"1028",34.44551,-119.8284,"Santa Barbara","Thurs","CO",0.00461389961389961
"1029",34.44551,-119.8284,"Santa Barbara","Thurs","NO2",0.0306824385805278
"1030",34.44551,-119.8284,"Santa Barbara","Thurs","Ozone",0.368520965997837
"1031",34.44551,-119.8284,"Santa Barbara","Fri","CO",0.00450152474783017
"1032",34.44551,-119.8284,"Santa Barbara","Fri","NO2",0.0290703971119134
"1033",34.44551,-119.8284,"Santa Barbara","Fri","Ozone",0.391609047228407
"1034",34.44551,-119.8284,"Santa Barbara","Sat","CO",0.00461177574478067
"1035",34.44551,-119.8284,"Santa Barbara","Sat","NO2",0.0238848263254113
"1036",34.44551,-119.8284,"Santa Barbara","Sat","Ozone",0.389631714754867
"1037",34.448048,-119.231321,"Ventura","Sun","Ozone",0.389125457875458
"1038",34.448048,-119.231321,"Ventura","Mon","Ozone",0.387037251943832
"1039",34.448048,-119.231321,"Ventura","Tues","Ozone",0.382703659976387
"1040",34.448048,-119.231321,"Ventura","Wed","Ozone",0.388194688194688
"1041",34.448048,-119.231321,"Ventura","Thurs","Ozone",0.408867793470711
"1042",34.448048,-119.231321,"Ventura","Fri","Ozone",0.395350669818755
"1043",34.448048,-119.231321,"Ventura","Sat","Ozone",0.391691995947315
"1044",34.46245,-120.02551,"Santa Barbara","Sun","NO2",0.0180795847750865
"1045",34.46245,-120.02551,"Santa Barbara","Sun","Ozone",0.472144709223361
"1046",34.46245,-120.02551,"Santa Barbara","Sun","SO2",0.00134934248141795
"1047",34.46245,-120.02551,"Santa Barbara","Mon","NO2",0.0249763928234183
"1048",34.46245,-120.02551,"Santa Barbara","Mon","Ozone",0.472831512208283
"1049",34.46245,-120.02551,"Santa Barbara","Mon","SO2",0.0014067849361967
"1050",34.46245,-120.02551,"Santa Barbara","Tues","NO2",0.0288429054054054
"1051",34.46245,-120.02551,"Santa Barbara","Tues","Ozone",0.463978300180832
"1052",34.46245,-120.02551,"Santa Barbara","Tues","SO2",0.00114221091320328
"1053",34.46245,-120.02551,"Santa Barbara","Wed","NO2",0.0317994858611825
"1054",34.46245,-120.02551,"Santa Barbara","Wed","Ozone",0.456442458640261
"1055",34.46245,-120.02551,"Santa Barbara","Wed","SO2",0.00119672593847022
"1056",34.46245,-120.02551,"Santa Barbara","Thurs","NO2",0.0324400684931507
"1057",34.46245,-120.02551,"Santa Barbara","Thurs","Ozone",0.452668825716685
"1058",34.46245,-120.02551,"Santa Barbara","Thurs","SO2",0.00121008403361345
"1059",34.46245,-120.02551,"Santa Barbara","Fri","NO2",0.031988255033557
"1060",34.46245,-120.02551,"Santa Barbara","Fri","Ozone",0.460411522633745
