"","County","Dayofweek","Pollutant","Sample","Latitude","Longitude"
"756","Ventura","Wed","NO2",0.0779745762711864,34.276362,-118.683757
"757","Ventura","Wed","Ozone",0.41709070406653,34.210154,-118.870496
"758","Ventura","Thurs","NO2",0.0774756045820959,34.276362,-118.683757
"759","Ventura","Thurs","Ozone",0.430461358313817,34.210154,-118.870496
"760","Ventura","Fri","NO2",0.0762696443341605,34.276362,-118.683757
"761","Ventura","Fri","Ozone",0.424481289790684,34.210154,-118.870496
"762","Ventura","Sat","NO2",0.0660008203445447,34.276362,-118.683757
"763","Ventura","Sat","Ozone",0.420285897847735,34.210154,-118.870496
"764","Yolo","Sun","NO2",0.0479556185080264,38.53445,-121.7734
"765","Yolo","Sun","Ozone",0.378715728715729,38.53445,-121.7734
"766","Yolo","Mon","NO2",0.055992799279928,38.53445,-121.7734
"767","Yolo","Mon","Ozone",0.366129804813795,38.53445,-121.7734
"768","Yolo","Tues","NO2",0.0609410714285714,38.53445,-121.7734
"769","Yolo","Tues","Ozone",0.353626834381551,38.53445,-121.7734
"770","Yolo","Wed","NO2",0.0609217470427662,38.53445,-121.7734
"771","Yolo","Wed","Ozone",0.347147074772549,38.53445,-121.7734
"772","Yolo","Thurs","NO2",0.0593894927536232,38.53445,-121.7734
"773","Yolo","Thurs","Ozone",0.341446503287507,38.53445,-121.7734
"774","Yolo","Fri","NO2",0.0588825654923216,38.53445,-121.7734
"775","Yolo","Fri","Ozone",0.349051729199695,38.53445,-121.7734
"776","Yolo","Sat","NO2",0.0484378478664193,38.53445,-121.7734
"777","Yolo","Sat","Ozone",0.376005433177818,38.53445,-121.7734
"778","Amador","Sun","Ozone",0.386503287507472,38.339905,-120.763515
"779","Amador","Mon","Ozone",0.375191113234591,38.339905,-120.763515
"780","Amador","Tues","Ozone",0.373147153598281,38.339905,-120.763515
"781","Amador","Wed","Ozone",0.386349472674976,38.339905,-120.763515
"782","Amador","Thurs","Ozone",0.375274725274725,38.339905,-120.763515
"783","Amador","Fri","Ozone",0.38597210828548,38.339905,-120.763515
"784","Amador","Sat","Ozone",0.392933317707723,38.339905,-120.763515
"785","Calaveras","Sun","Ozone",0.447954055994257,38.201852,-120.681567
"786","Calaveras","Mon","Ozone",0.438162924032489,38.201852,-120.681567
"787","Calaveras","Tues","Ozone",0.438490069394592,38.201852,-120.681567
"788","Calaveras","Wed","Ozone",0.44978354978355,38.201852,-120.681567
"789","Calaveras","Thurs","Ozone",0.442498805542284,38.201852,-120.681567
"790","Calaveras","Fri","Ozone",0.454564631430915,38.201852,-120.681567
"791","Calaveras","Sat","Ozone",0.449830071487167,38.201852,-120.681567
"792","Colusa","Sun","Ozone",0.443755238893546,39.202935,-122.017728
"793","Colusa","Mon","Ozone",0.438654033041788,39.202935,-122.017728
"794","Colusa","Tues","Ozone",0.419227005870841,39.202935,-122.017728
"795","Colusa","Wed","Ozone",0.437638062871708,39.202935,-122.017728
"796","Colusa","Thurs","Ozone",0.427001703577513,39.202935,-122.017728
"797","Colusa","Fri","Ozone",0.430059523809524,39.202935,-122.017728
"798","Colusa","Sat","Ozone",0.444264249940377,39.202935,-122.017728
"799","El Dorado","Sun","Ozone",0.624166529356841,38.725282,-120.821916
"800","El Dorado","Mon","Ozone",0.623904908650671,38.725282,-120.821916
"801","El Dorado","Tues","Ozone",0.621335293120018,38.725282,-120.821916
"802","El Dorado","Wed","Ozone",0.640084436330443,38.725282,-120.821916
"803","El Dorado","Thurs","Ozone",0.640391934109628,38.725282,-120.821916
"804","El Dorado","Fri","Ozone",0.632776030458533,38.725282,-120.821916
"805","El Dorado","Sat","Ozone",0.620676980469607,38.725282,-120.821916
"806","Glenn","Sun","Ozone",0.411267080745342,39.533761,-122.191903
"807","Glenn","Mon","Ozone",0.409391304347826,39.533761,-122.191903
"808","Glenn","Tues","Ozone",0.376345800122624,39.533761,-122.191903
"809","Glenn","Wed","Ozone",0.401768588865363,39.533761,-122.191903
"810","Glenn","Thurs","Ozone",0.39933989288828,39.533761,-122.191903
"811","Glenn","Fri","Ozone",0.397584482127608,39.533761,-122.191903
"812","Glenn","Sat","Ozone",0.423371087565461,39.533761,-122.191903
"813","Mariposa","Sun","Ozone",0.663640844491908,37.71325,-119.7062
"814","Mariposa","Mon","Ozone",0.66578493387004,37.71325,-119.7062
"815","Mariposa","Tues","Ozone",0.659632483698874,37.71325,-119.7062
"816","Mariposa","Wed","Ozone",0.688385530061966,37.71325,-119.7062
"817","Mariposa","Thurs","Ozone",0.686445182724252,37.71325,-119.7062
"818","Mariposa","Fri","Ozone",0.675712693103997,37.71325,-119.7062
"819","Mariposa","Sat","Ozone",0.678072899640405,37.71325,-119.7062
"820","Mendocino","Sun","Ozone",0.323693379790941,39.14566,-123.20298
"821","Mendocino","Mon","Ozone",0.299257394587791,39.14566,-123.20298
"822","Mendocino","Tues","Ozone",0.287397225077081,39.14566,-123.20298
"823","Mendocino","Wed","Ozone",0.28264857394145,39.14566,-123.20298
"824","Mendocino","Thurs","Ozone",0.290301212348456,39.14566,-123.20298
"825","Mendocino","Fri","Ozone",0.312946428571429,39.14566,-123.20298
"826","Mendocino","Sat","Ozone",0.330608738340697,39.14566,-123.20298
"827","Nevada","Sun","Ozone",0.641483516483516,39.234331,-121.056591
"828","Nevada","Mon","Ozone",0.646199633699634,39.234331,-121.056591
"829","Nevada","Tues","Ozone",0.638194524000458,39.234331,-121.056591
"830","Nevada","Wed","Ozone",0.673525031504181,39.234331,-121.056591
"831","Nevada","Thurs","Ozone",0.668227194492255,39.234331,-121.056591
"832","Nevada","Fri","Ozone",0.669544869544869,39.234331,-121.056591
"833","Nevada","Sat","Ozone",0.644395430381179,39.234331,-121.056591
"834","San Benito","Sun","Ozone",0.403617810760668,36.844096,-121.362121
"835","San Benito","Mon","Ozone",0.392676679473745,36.844096,-121.362121
"836","San Benito","Tues","Ozone",0.385384252710985,36.844096,-121.362121
"837","San Benito","Wed","Ozone",0.386906691363742,36.844096,-121.362121
"838","San Benito","Thurs","Ozone",0.373424072899244,36.844096,-121.362121
"839","San Benito","Fri","Ozone",0.380838867132073,36.844096,-121.362121
"840","San Benito","Sat","Ozone",0.407677859988617,36.844096,-121.362121
"841","Santa Cruz","Sun","Ozone",0.337000233808744,36.983921,-121.989328
"842","Santa Cruz","Mon","Ozone",0.331917110442232,36.983921,-121.989328
"843","Santa Cruz","Tues","Ozone",0.308413461538461,36.983921,-121.989328
"844","Santa Cruz","Wed","Ozone",0.302978623992524,36.983921,-121.989328
"845","Santa Cruz","Thurs","Ozone",0.305697905697906,36.983921,-121.989328
"846","Santa Cruz","Fri","Ozone",0.317126818650475,36.983921,-121.989328
"847","Santa Cruz","Sat","Ozone",0.314858058608059,36.983921,-121.989328
"848","Shasta","Sun","Ozone",0.422638929298807,40.549985,-122.382011
"849","Shasta","Mon","Ozone",0.42288554270331,40.549985,-122.382011
"850","Shasta","Tues","Ozone",0.405782384038708,40.549985,-122.382011
"851","Shasta","Wed","Ozone",0.418590753679203,40.549985,-122.382011
"852","Shasta","Thurs","Ozone",0.417489986648865,40.549985,-122.382011
"853","Shasta","Fri","Ozone",0.420299841430013,40.549985,-122.382011
"854","Shasta","Sat","Ozone",0.440572799177636,40.549985,-122.382011
"855","Siskiyou","Sun","Ozone",0.277067348678602,41.726892,-122.633579
"856","Siskiyou","Mon","Ozone",0.278028474903475,41.726892,-122.633579
"857","Siskiyou","Tues","Ozone",0.266086536137298,41.726892,-122.633579
"858","Siskiyou","Wed","Ozone",0.267648502700049,41.726892,-122.633579
"859","Siskiyou","Thurs","Ozone",0.275373682920853,41.726892,-122.633579
"860","Siskiyou","Fri","Ozone",0.295018560651419,41.726892,-122.633579
"861","Siskiyou","Sat","Ozone",0.290938433950986,41.726892,-122.633579
"862","Tehama","Sun","Ozone",0.532826428945988,40.262072,-122.092766
"863","Tehama","Mon","Ozone",0.539446859541298,40.262072,-122.092766
"864","Tehama","Tues","Ozone",0.518977819140686,40.262072,-122.092766
"865","Tehama","Wed","Ozone",0.544968602825746,40.262072,-122.092766
"866","Tehama","Thurs","Ozone",0.544861337683524,40.262072,-122.092766
"867","Tehama","Fri","Ozone",0.538792402630995,40.262072,-122.092766
"868","Tehama","Sat","Ozone",0.545881829638965,40.262072,-122.092766
"869","Tuolumne","Sun","Ozone",0.536062717770035,37.981582,-120.379611
"870","Tuolumne","Mon","Ozone",0.535732806519323,37.981582,-120.379611
"871","Tuolumne","Tues","Ozone",0.509237846574661,37.981582,-120.379611
"872","Tuolumne","Wed","Ozone",0.517026793431288,37.981582,-120.379611
"873","Tuolumne","Thurs","Ozone",0.525344452501813,37.981582,-120.379611
"874","Tuolumne","Fri","Ozone",0.534413394362804,37.981582,-120.379611
"875","Tuolumne","Sat","Ozone",0.535428084277189,37.981582,-120.379611
