"","Latitude","Longitude","County","Weekend_day","Pollutant","Sample"
"435",36.314399,-119.64457,"Kings","weekday","NO2",0.0908987610619469
"436",36.314399,-119.64457,"Kings","weekday","Ozone",0.450168168315616
"437",36.314399,-119.64457,"Kings","weekend","NO2",0.0794745030250648
"438",36.314399,-119.64457,"Kings","weekend","Ozone",0.467705849990831
"439",36.332179,-119.291228,"Tulare","weekday","NO2",0.0947170493581631
"440",36.332179,-119.291228,"Tulare","weekday","Ozone",0.394392455037286
"441",36.332179,-119.291228,"Tulare","weekend","NO2",0.0765859129654554
"442",36.332179,-119.291228,"Tulare","weekend","Ozone",0.41177664350286
"443",36.48324,-121.15688,"San Benito","weekday","Ozone",0.407877234307884
"444",36.48324,-121.15688,"San Benito","weekend","Ozone",0.430555555555556
"445",36.48947,-118.82915,"Tulare","weekday","Ozone",0.603752609236109
"446",36.48947,-118.82915,"Tulare","weekend","Ozone",0.587387853692201
"447",36.495767,-121.731571,"Monterey","weekday","Ozone",0.333056904609182
"448",36.495767,-121.731571,"Monterey","weekend","Ozone",0.337069160997732
"449",36.508611,-116.847778,"Inyo","weekday","Ozone",0.632902439670472
"450",36.508611,-116.847778,"Inyo","weekend","Ozone",0.647076986414162
"451",36.567178,-118.778995,"Tulare","weekday","Ozone",0.750601111018987
"452",36.567178,-118.778995,"Tulare","weekend","Ozone",0.726570197044335
"453",36.59745,-119.504569,"Fresno","weekday","NO2",0.06546875
"454",36.59745,-119.504569,"Fresno","weekday","Ozone",0.459847339413744
"455",36.59745,-119.504569,"Fresno","weekend","NO2",0.0544885226603885
"456",36.59745,-119.504569,"Fresno","weekend","Ozone",0.481551640926641
"457",36.634225,-120.382331,"Fresno","weekday","CO",0.00386413783390451
"458",36.634225,-120.382331,"Fresno","weekday","Ozone",0.44459815219551
"459",36.634225,-120.382331,"Fresno","weekend","CO",0.00383229301613473
"460",36.634225,-120.382331,"Fresno","weekend","Ozone",0.453557422969188
"461",36.69676,-121.637182,"Monterey","weekday","CO",0.00917826755039791
"462",36.69676,-121.637182,"Monterey","weekday","NO2",0.0467256938532266
"463",36.69676,-121.637182,"Monterey","weekday","Ozone",0.35171955550464
"464",36.69676,-121.637182,"Monterey","weekend","CO",0.00934807256235828
"465",36.69676,-121.637182,"Monterey","weekend","NO2",0.0381600660066007
"466",36.69676,-121.637182,"Monterey","weekend","Ozone",0.365566893424036
"467",36.705506,-119.741966,"Fresno","weekday","NO2",0.105869239858212
"468",36.705506,-119.741966,"Fresno","weekday","Ozone",0.43996646310942
"469",36.705506,-119.741966,"Fresno","weekend","NO2",0.0794076690211907
"470",36.705506,-119.741966,"Fresno","weekend","Ozone",0.471028446389497
"471",36.710833,-119.7775,"Fresno","weekday","NO2",0.228925340990668
"472",36.710833,-119.7775,"Fresno","weekend","NO2",0.150781907747425
"473",36.785322,-119.774174,"Fresno","weekday","CO",0.0102768696148903
"474",36.785322,-119.774174,"Fresno","weekday","NO2",0.107873904827349
"475",36.785322,-119.774174,"Fresno","weekday","Ozone",0.44716212590551
"476",36.785322,-119.774174,"Fresno","weekday","SO2",0.00617192865846904
"477",36.785322,-119.774174,"Fresno","weekend","CO",0.00927450980392157
"478",36.785322,-119.774174,"Fresno","weekend","NO2",0.0917645824590852
"479",36.785322,-119.774174,"Fresno","weekend","Ozone",0.460476389969477
"480",36.785322,-119.774174,"Fresno","weekend","SO2",0.00610036719706242
"481",36.819111,-119.717356,"Fresno","weekday","CO",0.0117432567432567
"482",36.819111,-119.717356,"Fresno","weekday","NO2",0.0928484381025839
"483",36.819111,-119.717356,"Fresno","weekday","Ozone",0.462810142238714
"484",36.819111,-119.717356,"Fresno","weekend","CO",0.0111332087077127
"485",36.819111,-119.717356,"Fresno","weekend","NO2",0.07412646484375
"486",36.819111,-119.717356,"Fresno","weekend","Ozone",0.489166716876544
"487",36.841331,-119.875415,"Fresno","weekday","NO2",0.0670741489720256
"488",36.841331,-119.875415,"Fresno","weekday","Ozone",0.443892234395028
"489",36.841331,-119.875415,"Fresno","weekend","NO2",0.056220253164557
"490",36.841331,-119.875415,"Fresno","weekend","Ozone",0.462549897181565
"491",36.844096,-121.362121,"San Benito","weekday","Ozone",0.359619759506012
"492",36.844096,-121.362121,"San Benito","weekend","Ozone",0.380108278030038
"493",36.867125,-120.010158,"Madera","weekday","CO",0.00541722839477477
"494",36.867125,-120.010158,"Madera","weekday","NO2",0.0591972597927279
"495",36.867125,-120.010158,"Madera","weekday","Ozone",0.409879334496572
"496",36.867125,-120.010158,"Madera","weekend","CO",0.00513346316874785
"497",36.867125,-120.010158,"Madera","weekend","NO2",0.0446061538461538
"498",36.867125,-120.010158,"Madera","weekend","Ozone",0.436288998357964
"499",36.953256,-120.034203,"Madera","weekday","Ozone",0.438115378108611
"500",36.953256,-120.034203,"Madera","weekend","Ozone",0.45475300954753
"501",36.983921,-121.989328,"Santa Cruz","weekday","Ozone",0.313258198143991
"502",36.983921,-121.989328,"Santa Cruz","weekend","Ozone",0.325812608444187
"503",36.985119,-119.658339,"Fresno","weekday","Ozone",0.513311633918101
"504",36.985119,-119.658339,"Fresno","weekend","Ozone",0.516251039068994
"505",36.999571,-121.574684,"Santa Clara","weekday","Ozone",0.337714715144575
"506",36.999571,-121.574684,"Santa Clara","weekend","Ozone",0.371597160603372
"507",37.079379,-121.600031,"Santa Clara","weekday","Ozone",0.367172634178226
"508",37.079379,-121.600031,"Santa Clara","weekend","Ozone",0.399829931972789
"509",37.226862,-121.979675,"Santa Clara","weekday","Ozone",0.352877182937303
"510",37.226862,-121.979675,"Santa Clara","weekend","Ozone",0.387615493958777
"511",37.281598,-120.434992,"Merced","weekday","NO2",0.0723544415127529
"512",37.281598,-120.434992,"Merced","weekday","Ozone",0.41883588938534
"513",37.281598,-120.434992,"Merced","weekend","NO2",0.060754830399313
"514",37.281598,-120.434992,"Merced","weekend","Ozone",0.437077839985552
"515",37.338135,-121.849783,"Santa Clara","weekday","CO",0.0176455070865009
"516",37.338135,-121.849783,"Santa Clara","weekday","NO2",0.170999159946237
"517",37.338135,-121.849783,"Santa Clara","weekend","CO",0.0165524992605738
"518",37.338135,-121.849783,"Santa Clara","weekend","NO2",0.130715062761506
"519",37.348497,-121.894898,"Santa Clara","weekday","CO",0.00964954862071567
"520",37.348497,-121.894898,"Santa Clara","weekday","NO2",0.122906737588652
"521",37.348497,-121.894898,"Santa Clara","weekday","Ozone",0.307277102330294
"522",37.348497,-121.894898,"Santa Clara","weekday","SO2",0.00287657172183731
"523",37.348497,-121.894898,"Santa Clara","weekend","CO",0.00817378472222222
"524",37.348497,-121.894898,"Santa Clara","weekend","NO2",0.0872683982683983
"525",37.348497,-121.894898,"Santa Clara","weekend","Ozone",0.350550401978973
"526",37.348497,-121.894898,"Santa Clara","weekend","SO2",0.00226653633105246
"527",37.360684,-118.330783,"Inyo","weekday","CO",0.00332627390129142
"528",37.360684,-118.330783,"Inyo","weekday","Ozone",0.489924609196233
"529",37.360684,-118.330783,"Inyo","weekday","SO2",8.32480382122143e-05
"530",37.360684,-118.330783,"Inyo","weekend","CO",0.00342938399952202
"531",37.360684,-118.330783,"Inyo","weekend","Ozone",0.503550987034225
"532",37.360684,-118.330783,"Inyo","weekend","SO2",8.81542699724518e-05
"533",37.482934,-122.20337,"San Mateo","weekday","CO",0.0108468111813837
"534",37.482934,-122.20337,"San Mateo","weekday","NO2",0.102541871087802
"535",37.482934,-122.20337,"San Mateo","weekday","Ozone",0.286666024142833
"536",37.482934,-122.20337,"San Mateo","weekend","CO",0.00948438978240303
"537",37.482934,-122.20337,"San Mateo","weekend","NO2",0.073460678807947
"538",37.482934,-122.20337,"San Mateo","weekend","Ozone",0.324733916745506
"539",37.487981,-120.837005,"Stanislaus","weekday","NO2",0.0956785589366912
"540",37.487981,-120.837005,"Stanislaus","weekday","Ozone",0.380740212823474
"541",37.487981,-120.837005,"Stanislaus","weekend","NO2",0.0797226373626374
"542",37.487981,-120.837005,"Stanislaus","weekend","Ozone",0.405474251423673
"543",37.549928,-119.844591,"Mariposa","weekday","Ozone",0.757079924480806
"544",37.549928,-119.844591,"Mariposa","weekend","Ozone",0.736761904761905
"545",37.641583,-120.994622,"Stanislaus","weekday","CO",0.00811922196244788
"546",37.641583,-120.994622,"Stanislaus","weekday","Ozone",0.38412212999369
"547",37.641583,-120.994622,"Stanislaus","weekend","CO",0.00743750372178884
"548",37.641583,-120.994622,"Stanislaus","weekend","Ozone",0.410699113970142
"549",37.654456,-122.031547,"Alameda","weekday","Ozone",0.408670271818931
"550",37.654456,-122.031547,"Alameda","weekend","Ozone",0.443176574977817
"551",37.682512,-121.443324,"San Joaquin","weekday","NO2",0.0535278867473989
"552",37.682512,-121.443324,"San Joaquin","weekday","Ozone",0.463424040107016
"553",37.682512,-121.443324,"San Joaquin","weekend","NO2",0.0328677721088435
"554",37.682512,-121.443324,"San Joaquin","weekend","Ozone",0.497504705239512
"555",37.687526,-121.784217,"Alameda","weekday","NO2",0.0935789297097802
"556",37.687526,-121.784217,"Alameda","weekday","Ozone",0.328993288590604
"557",37.687526,-121.784217,"Alameda","weekend","NO2",0.0649887920298879
"558",37.687526,-121.784217,"Alameda","weekend","Ozone",0.373212056358124
"559",37.689615,-121.631916,"Alameda","weekday","NO2",0.0305675879396985
"560",37.689615,-121.631916,"Alameda","weekday","Ozone",0.526310621482457
"561",37.689615,-121.631916,"Alameda","weekend","NO2",0.024004347826087
"562",37.689615,-121.631916,"Alameda","weekend","Ozone",0.536837413834086
"563",37.71325,-119.7062,"Mariposa","weekday","Ozone",0.632793176972281
"564",37.71325,-119.7062,"Mariposa","weekend","Ozone",0.636304578674496
"565",37.743065,-122.169935,"Alameda","weekday","CO",0.00966702107094529
"566",37.743065,-122.169935,"Alameda","weekday","NO2",0.104954860524091
"567",37.743065,-122.169935,"Alameda","weekday","Ozone",0.290192724644664
"568",37.743065,-122.169935,"Alameda","weekend","CO",0.00936409346347235
"569",37.743065,-122.169935,"Alameda","weekend","NO2",0.0831958632334318
"570",37.743065,-122.169935,"Alameda","weekend","Ozone",0.322845312037859
"571",37.743649,-121.934188,"Contra Costa","weekday","NO2",0.0567317872447693
"572",37.743649,-121.934188,"Contra Costa","weekday","Ozone",0.362131690800375
"573",37.743649,-121.934188,"Contra Costa","weekend","NO2",0.0405168040583386
"574",37.743649,-121.934188,"Contra Costa","weekend","Ozone",0.399719177461727
"575",37.765946,-122.399044,"San Francisco","weekday","CO",0.0115742997080609
"576",37.765946,-122.399044,"San Francisco","weekday","NO2",0.117912502161508
"577",37.765946,-122.399044,"San Francisco","weekday","Ozone",0.307690637065637
"578",37.765946,-122.399044,"San Francisco","weekend","CO",0.0103692744703515
"579",37.765946,-122.399044,"San Francisco","weekend","NO2",0.0795979123173278
"580",37.765946,-122.399044,"San Francisco","weekend","Ozone",0.351552795031056
"581",37.793624,-122.263376,"Alameda","weekday","CO",0.0119164352131385
"582",37.793624,-122.263376,"Alameda","weekday","NO2",0.181688254292028
"583",37.793624,-122.263376,"Alameda","weekend","CO",0.0121916592724046
"584",37.793624,-122.263376,"Alameda","weekend","NO2",0.125575365344468
"585",37.814781,-122.282347,"Alameda","weekday","CO",0.0140266748901395
"586",37.814781,-122.282347,"Alameda","weekday","NO2",0.130545486725664
"587",37.814781,-122.282347,"Alameda","weekday","Ozone",0.269706180344478
"588",37.814781,-122.282347,"Alameda","weekday","SO2",0.0122657290895633
"589",37.814781,-122.282347,"Alameda","weekend","CO",0.0125711709390699
"590",37.814781,-122.282347,"Alameda","weekend","NO2",0.0965013157894737
"591",37.814781,-122.282347,"Alameda","weekend","Ozone",0.3125
"592",37.814781,-122.282347,"Alameda","weekend","SO2",0.00933456505003849
"593",37.864767,-122.302741,"Alameda","weekday","CO",0.0171487179487179
"594",37.864767,-122.302741,"Alameda","weekday","NO2",0.166957526333673
"595",37.864767,-122.302741,"Alameda","weekday","Ozone",0.18884405295015
"596",37.864767,-122.302741,"Alameda","weekend","CO",0.0167682276229994
"597",37.864767,-122.302741,"Alameda","weekend","NO2",0.114420302013423
"598",37.864767,-122.302741,"Alameda","weekend","Ozone",0.250721381267739
"599",37.936013,-122.026154,"Contra Costa","weekday","CO",0.0079461586448486
"600",37.936013,-122.026154,"Contra Costa","weekday","NO2",0.0666168396384332
"601",37.936013,-122.026154,"Contra Costa","weekday","Ozone",0.353389016897081
"602",37.936013,-122.026154,"Contra Costa","weekday","SO2",0.0103413492481423
"603",37.936013,-122.026154,"Contra Costa","weekend","CO",0.00730198166223011
"604",37.936013,-122.026154,"Contra Costa","weekend","NO2",0.0487387163561077
"605",37.936013,-122.026154,"Contra Costa","weekend","Ozone",0.387435669920142
"606",37.936013,-122.026154,"Contra Costa","weekend","SO2",0.0100392496392496
"607",37.948172,-122.364852,"Contra Costa","weekday","SO2",0.00913948559317179
"608",37.948172,-122.364852,"Contra Costa","weekend","SO2",0.00823925863521483
"609",37.950741,-121.268523,"San Joaquin","weekday","CO",0.00776827954356237
"610",37.950741,-121.268523,"San Joaquin","weekday","NO2",0.129312445755945
"611",37.950741,-121.268523,"San Joaquin","weekday","Ozone",0.307725819042583
"612",37.950741,-121.268523,"San Joaquin","weekend","CO",0.00700893155258765
"613",37.950741,-121.268523,"San Joaquin","weekend","NO2",0.102892038349312
"614",37.950741,-121.268523,"San Joaquin","weekend","Ozone",0.33671917436176
"615",37.9604,-122.356811,"Contra Costa","weekday","CO",0.00953891392899323
"616",37.9604,-122.356811,"Contra Costa","weekday","NO2",0.0846332046332046
"617",37.9604,-122.356811,"Contra Costa","weekday","Ozone",0.321000503609199
"618",37.9604,-122.356811,"Contra Costa","weekday","SO2",0.010555223880597
"619",37.9604,-122.356811,"Contra Costa","weekend","CO",0.00945193929173693
"620",37.9604,-122.356811,"Contra Costa","weekend","NO2",0.0636682124789207
"621",37.9604,-122.356811,"Contra Costa","weekend","Ozone",0.354577210310768
"622",37.9604,-122.356811,"Contra Costa","weekend","SO2",0.00987476169526324
"623",37.97231,-122.520004,"Marin","weekday","CO",0.0101269041621686
"624",37.97231,-122.520004,"Marin","weekday","NO2",0.0997897031695455
"625",37.97231,-122.520004,"Marin","weekday","Ozone",0.308782535684299
"626",37.97231,-122.520004,"Marin","weekend","CO",0.00951197870452529
"627",37.97231,-122.520004,"Marin","weekend","NO2",0.0713242236024845
"628",37.97231,-122.520004,"Marin","weekend","Ozone",0.350547175391896
"629",37.981582,-120.379611,"Tuolumne","weekday","Ozone",0.5244260969694
"630",37.981582,-120.379611,"Tuolumne","weekend","Ozone",0.535741983135348
"631",38.006311,-121.641918,"Contra Costa","weekday","CO",0.0105044281863689
"632",38.006311,-121.641918,"Contra Costa","weekday","NO2",0.0537277927321669
"633",38.006311,-121.641918,"Contra Costa","weekday","Ozone",0.372479590126649
"634",38.006311,-121.641918,"Contra Costa","weekday","SO2",0.0198544732539126
"635",38.006311,-121.641918,"Contra Costa","weekend","CO",0.0104473902236951
"636",38.006311,-121.641918,"Contra Costa","weekend","NO2",0.0436097972972973
"637",38.006311,-121.641918,"Contra Costa","weekend","Ozone",0.395314995563443
"638",38.006311,-121.641918,"Contra Costa","weekend","SO2",0.0196808080808081
"639",38.012816,-122.134467,"Contra Costa","weekday","SO2",0.0164403257511935
"640",38.012816,-122.134467,"Contra Costa","weekend","SO2",0.0164649859943978
"641",38.05492,-122.233229,"Contra Costa","weekday","SO2",0.0293992600067272
"642",38.05492,-122.233229,"Contra Costa","weekend","SO2",0.0280258899676375
"643",38.102507,-122.237976,"Solano","weekday","CO",0.0110267330782743
"644",38.102507,-122.237976,"Solano","weekday","NO2",0.0773276645899983
"645",38.102507,-122.237976,"Solano","weekday","Ozone",0.329943434829703
"646",38.102507,-122.237976,"Solano","weekday","SO2",0.00997218799507129
"647",38.102507,-122.237976,"Solano","weekend","CO",0.0103714406116429
"648",38.102507,-122.237976,"Solano","weekend","NO2",0.0589336374948154
"649",38.102507,-122.237976,"Solano","weekend","Ozone",0.36191078201192
"650",38.102507,-122.237976,"Solano","weekend","SO2",0.0091147348317908
"651",38.201852,-120.681567,"Calaveras","weekday","Ozone",0.444733141045505
"652",38.201852,-120.681567,"Calaveras","weekend","Ozone",0.44890178201409
"653",38.227066,-122.075624,"Solano","weekday","Ozone",0.397892507090798
"654",38.227066,-122.075624,"Solano","weekend","Ozone",0.424826974267968
"655",38.302591,-121.420838,"Sacramento","weekday","NO2",0.0348882352941177
"656",38.302591,-121.420838,"Sacramento","weekday","Ozone",0.360993487358542
"657",38.302591,-121.420838,"Sacramento","weekend","NO2",0.0248446917014372
"658",38.302591,-121.420838,"Sacramento","weekend","Ozone",0.392982038777209
"659",38.310942,-122.296189,"Napa","weekday","CO",0.0118410768562744
"660",38.310942,-122.296189,"Napa","weekday","NO2",0.0746642434488588
"661",38.310942,-122.296189,"Napa","weekday","Ozone",0.301021778758515
"662",38.310942,-122.296189,"Napa","weekend","CO",0.0109837326234842
"663",38.310942,-122.296189,"Napa","weekend","NO2",0.0595218855218855
"664",38.310942,-122.296189,"Napa","weekend","Ozone",0.323164744158533
"665",38.339905,-120.763515,"Amador","weekday","Ozone",0.379207142857143
"666",38.339905,-120.763515,"Amador","weekend","Ozone",0.389750266303705
"667",38.358365,-121.950003,"Solano","weekday","Ozone",0.351321805732854
"668",38.358365,-121.950003,"Solano","weekend","Ozone",0.381164441919909
"669",38.403765,-122.818294,"Sonoma","weekday","CO",0.0103994266602962
"670",38.403765,-122.818294,"Sonoma","weekday","NO2",0.0470673913043478
"671",38.403765,-122.818294,"Sonoma","weekday","Ozone",0.277580028666985
"672",38.403765,-122.818294,"Sonoma","weekend","CO",0.00983627873987824
"673",38.403765,-122.818294,"Sonoma","weekend","NO2",0.0357745138601572
"674",38.403765,-122.818294,"Sonoma","weekend","Ozone",0.301814528045393
"675",38.494475,-121.211131,"Sacramento","weekday","Ozone",0.42126450447023
"676",38.494475,-121.211131,"Sacramento","weekend","Ozone",0.439693544628292
"677",38.53445,-121.7734,"Yolo","weekday","NO2",0.059224688684353
"678",38.53445,-121.7734,"Yolo","weekday","Ozone",0.343800515907137
"679",38.53445,-121.7734,"Yolo","weekend","NO2",0.0481988769302761
"680",38.53445,-121.7734,"Yolo","weekend","Ozone",0.369971742543171
"681",38.558228,-121.492981,"Sacramento","weekday","NO2",0.107256454720617
"682",38.558228,-121.492981,"Sacramento","weekday","Ozone",0.322919118883471
"683",38.558228,-121.492981,"Sacramento","weekend","NO2",0.0840376919497441
"684",38.558228,-121.492981,"Sacramento","weekend","Ozone",0.353110076056836
"685",38.593322,-121.503795,"Sacramento","weekday","CO",0.00798970654201195
"686",38.593322,-121.503795,"Sacramento","weekday","NO2",0.141255783212161
"687",38.593322,-121.503795,"Sacramento","weekend","CO",0.00757758921306521
"688",38.593322,-121.503795,"Sacramento","weekend","NO2",0.105805532953621
"689",38.613779,-121.368014,"Sacramento","weekday","CO",0.00782314026281654
"690",38.613779,-121.368014,"Sacramento","weekday","NO2",0.0623652585579024
"691",38.613779,-121.368014,"Sacramento","weekday","Ozone",0.357041223569074
"692",38.613779,-121.368014,"Sacramento","weekday","SO2",0.0356645238095238
"693",38.613779,-121.368014,"Sacramento","weekend","CO",0.00722069013112491
"694",38.613779,-121.368014,"Sacramento","weekend","NO2",0.0464186463469296
"695",38.613779,-121.368014,"Sacramento","weekend","Ozone",0.371495016611296
"696",38.613779,-121.368014,"Sacramento","weekend","SO2",0.0349888497652582
"697",38.650783,-121.506767,"Sacramento","weekday","CO",0.0124764494512965
"698",38.650783,-121.506767,"Sacramento","weekday","NO2",0.0707088220295767
"699",38.650783,-121.506767,"Sacramento","weekday","Ozone",0.383803535010197
"700",38.650783,-121.506767,"Sacramento","weekend","CO",0.011993824961406
"701",38.650783,-121.506767,"Sacramento","weekend","NO2",0.0542560266001662
"702",38.650783,-121.506767,"Sacramento","weekend","Ozone",0.415734473340458
"703",38.654069,-122.901857,"Sonoma","weekday","Ozone",0.35834989072124
"704",38.654069,-122.901857,"Sonoma","weekend","Ozone",0.374368822010955
"705",38.66121,-121.73269,"Yolo","weekday","Ozone",0.35872706155633
"706",38.66121,-121.73269,"Yolo","weekend","Ozone",0.384007936507936
"707",38.683304,-121.164457,"Sacramento","weekday","NO2",0.0302131258457375
"708",38.683304,-121.164457,"Sacramento","weekday","Ozone",0.444376695393331
"709",38.683304,-121.164457,"Sacramento","weekend","NO2",0.021231547870097
"710",38.683304,-121.164457,"Sacramento","weekend","Ozone",0.458655462184874
"711",38.71209,-121.38109,"Sacramento","weekday","CO",0.0143424187553607
"712",38.71209,-121.38109,"Sacramento","weekday","NO2",0.0629272314986601
"713",38.71209,-121.38109,"Sacramento","weekday","Ozone",0.37708471464273
"714",38.71209,-121.38109,"Sacramento","weekend","CO",0.0141086715974608
"715",38.71209,-121.38109,"Sacramento","weekend","NO2",0.0480322906155399
"716",38.71209,-121.38109,"Sacramento","weekend","Ozone",0.4067994802945
"717",38.725282,-120.821916,"El Dorado","weekday","Ozone",0.639571071130704
"718",38.725282,-120.821916,"El Dorado","weekend","Ozone",0.631167218543046
"719",38.745726,-121.266312,"Placer","weekday","NO2",0.0852423639978312
"720",38.745726,-121.266312,"Placer","weekday","Ozone",0.427950629353538
"721",38.745726,-121.266312,"Placer","weekend","NO2",0.0710409252669039
"722",38.745726,-121.266312,"Placer","weekend","Ozone",0.453870151274354
"723",38.81161,-120.033084,"El Dorado","weekday","Ozone",0.664340140201158
"724",38.81161,-120.033084,"El Dorado","weekend","Ozone",0.670561821219716
"725",38.885528,-121.303144,"Placer","weekday","Ozone",0.39677052904901
"726",38.885528,-121.303144,"Placer","weekend","Ozone",0.410493197278912
"727",38.890941,-121.003373,"El Dorado","weekday","Ozone",0.586818275790779
"728",38.890941,-121.003373,"El Dorado","weekend","Ozone",0.561204383231125
"729",38.935578,-121.100648,"Placer","weekday","Ozone",0.498171465605037
"730",38.935578,-121.100648,"Placer","weekend","Ozone",0.497692743764172
"731",39.0327,-122.92229,"Lake","weekday","Ozone",0.383059655971697
"732",39.0327,-122.92229,"Lake","weekend","Ozone",0.391697799916978
"733",39.100174,-120.953832,"Placer","weekday","Ozone",0.481108382373384
"734",39.100174,-120.953832,"Placer","weekend","Ozone",0.48531746031746
"735",39.138773,-121.618549,"Sutter","weekday","NO2",0.080416881443299
"736",39.138773,-121.618549,"Sutter","weekday","Ozone",0.334632834817678
"737",39.138773,-121.618549,"Sutter","weekend","NO2",0.0596716666666667
"738",39.138773,-121.618549,"Sutter","weekend","Ozone",0.351509221372235
"739",39.14566,-123.20298,"Mendocino","weekday","Ozone",0.294584056549191
"740",39.14566,-123.20298,"Mendocino","weekend","Ozone",0.327174987642116
"741",39.166017,-120.148833,"Placer","weekday","Ozone",0.500999000999001
"742",39.166017,-120.148833,"Placer","weekend","Ozone",0.530691609977324
"743",39.202935,-122.017728,"Colusa","weekday","Ozone",0.430531927783836
"744",39.202935,-122.017728,"Colusa","weekend","Ozone",0.44401027663261
"745",39.205572,-121.820362,"Sutter","weekday","CO",0.00382393822393822
"746",39.205572,-121.820362,"Sutter","weekday","Ozone",0.719892793329363
"747",39.205572,-121.820362,"Sutter","weekend","CO",0.00354966887417219
"748",39.205572,-121.820362,"Sutter","weekend","Ozone",0.704223875903993
"749",39.234331,-121.056591,"Nevada","weekday","Ozone",0.659089653902798
"750",39.234331,-121.056591,"Nevada","weekend","Ozone",0.64294817090516
"751",39.533761,-122.191903,"Glenn","weekday","Ozone",0.396831438457736
"752",39.533761,-122.191903,"Glenn","weekend","Ozone",0.417379004981243
"753",39.714041,-121.618836,"Butte","weekday","Ozone",0.586116767686447
"754",39.714041,-121.618836,"Butte","weekend","Ozone",0.575934481310374
"755",39.761538,-121.84162,"Butte","weekday","CO",0.00702543518918141
"756",39.761538,-121.84162,"Butte","weekday","NO2",0.0632744310575636
"757",39.761538,-121.84162,"Butte","weekday","Ozone",0.3728028872583
"758",39.761538,-121.84162,"Butte","weekend","CO",0.00658344803037494
"759",39.761538,-121.84162,"Butte","weekend","NO2",0.0509855072463768
"760",39.761538,-121.84162,"Butte","weekend","Ozone",0.378479739721976
"761",40.17093,-122.25556,"Tehama","weekday","Ozone",0.402604885370518
"762",40.17093,-122.25556,"Tehama","weekend","Ozone",0.415851922164214
"763",40.262072,-122.092766,"Tehama","weekday","Ozone",0.768740913056121
"764",40.262072,-122.092766,"Tehama","weekend","Ozone",0.747996393508315
"765",40.452913,-122.298866,"Shasta","weekday","Ozone",0.316315789473684
"766",40.452913,-122.298866,"Shasta","weekend","Ozone",0.339829441391941
"767",40.53999,-121.57646,"Shasta","weekday","Ozone",0.541609664878697
"768",40.53999,-121.57646,"Shasta","weekend","Ozone",0.555974618988318
"769",40.549985,-122.382011,"Shasta","weekday","Ozone",0.367762777018734
"770",40.549985,-122.382011,"Shasta","weekend","Ozone",0.383553951062976
"771",40.689253,-122.402194,"Shasta","weekday","Ozone",0.448562575715218
"772",40.689253,-122.402194,"Shasta","weekend","Ozone",0.451525134904857
"773",40.71528,-124.20139,"Humboldt","weekday","CO",0.0063130881094953
"774",40.71528,-124.20139,"Humboldt","weekday","NO2",0.00870032264186753
"775",40.71528,-124.20139,"Humboldt","weekday","Ozone",0.411890445922399
"776",40.71528,-124.20139,"Humboldt","weekday","SO2",0.00205652173913043
"777",40.71528,-124.20139,"Humboldt","weekend","CO",0.00626507469850603
"778",40.71528,-124.20139,"Humboldt","weekend","NO2",0.00776968085106383
"779",40.71528,-124.20139,"Humboldt","weekend","Ozone",0.425061187685173
"780",40.71528,-124.20139,"Humboldt","weekend","SO2",0.00219165870741802
"781",40.776944,-124.1775,"Humboldt","weekday","CO",0.00680451789802027
"782",40.776944,-124.1775,"Humboldt","weekday","NO2",0.0289463580911374
"783",40.776944,-124.1775,"Humboldt","weekday","Ozone",0.285598840636667
"784",40.776944,-124.1775,"Humboldt","weekday","SO2",0.00420249338874197
"785",40.776944,-124.1775,"Humboldt","weekend","CO",0.00673101077543465
"786",40.776944,-124.1775,"Humboldt","weekend","NO2",0.0231395014381592
"787",40.776944,-124.1775,"Humboldt","weekend","Ozone",0.305216333845366
"788",40.776944,-124.1775,"Humboldt","weekend","SO2",0.00409967571257894
"789",41.726892,-122.633579,"Siskiyou","weekday","Ozone",0.276496130800767
"790",41.726892,-122.633579,"Siskiyou","weekend","Ozone",0.284067326254826
