Country or Area,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
Chile,13416.2303619726,14566.1486430389,15764.7561649572,15253.3307205612,14582.1705198579,12785.0527101647,10217.3141198188,10791.0200934089,10513.5413846493,9500.83511962342,7644.86003839236,6242.22497163826,4840.70059816292,4453.07511735792,4594.33257629292,5100.91207480646,5014.36858795717,5523.26053121911,5839.30303578082,5416.23011136282,5224.717431961,4139.47837050992,3670.42964716827,3510.45650454418,2950.61441634727,2623.91899222449,2422.92614078819,2159.87463030624,1881.50864254179,1637.90795254969,1548.24313102736,1782.79652067533,1825.95063585034,2246.47749988824,3190.579296512,2700.32970476556,2060.1187090947,1553.03255632453,1367.78953442079,1024.43492525122,762.016481006917,1664.4468036679,1745.87663335135,1245.81122109114,1174.6337690083,999.691205970697
"China, Hong Kong SAR",42431.0121174821,40298.1065986172,38478.7183522652,36980.30531816,35279.1274533495,32692.6989415923,30801.4570813566,31731.7734807504,30761.7828403133,28229.371694431,26535.6569540694,24716.0274924441,23558.6940311337,24267.6613884729,24779.2563453323,25306.8250792797,24781.6938051866,25746.0812566704,27662.7071119605,25484.3884178009,23541.7586808017,22453.4791003202,20145.0573003199,17629.7511688052,15187.7947421044,13277.2407999014,12021.7208354951,10577.6945258263,9097.3174265662,7485.99546931431,6593.01139392466,6263.26337227649,5652.24751175939,6175.63061003252,6027.7330465562,5711.05274435039,4568.92991767249,3826.35153135311,3392.68670964542,2870.49354787843,2307.09432870564,2212.48219513969,1936.09008488542,1403.52033465336,1113.74579085833,963.18950504747
"China, Macao Special Administrative Region",78586.3518773504,96074.5531203209,90746.5280714465,77145.481682454,67150.2297784523,52604.2175727268,41187.878018297,41234.9520293538,37200.271834194,30829.1645334164,25829.9718706082,23083.6192843623,18180.6286877483,16485.8399919042,15547.6250954647,15560.0451158145,15256.2415119256,16099.235390481,17501.7712623919,17576.8023517796,17557.8180493397,15992.8627515852,14610.9628098956,12914.5882753916,10109.0729409113,8953.60037561505,7700.18473689469,6754.64349410777,6016.4725567639,4907.0234304094,4552.98823125019,4555.57719799844,4128.57153929795,4333.15715760375,4220.07362188834,4094.5246587871,3469.46171394792,3053.59335472426,2322.16026343637,1798.89810347948,1791.30333377357,1532.71147383855,1319.60907419726,961.526684334086,786.058786529369,663.89660178781
"China, People's Republic of",8109.0550673983,7692.6042235519,7071.50437857938,6323.17445800856,5579.47319855119,4523.857331503,3839.89602881236,3470.50301379808,2706.413204794,2113.58420340893,1768.38165666338,1514.15742954071,1293.90958340551,1150.38790898186,1052.37170500904,956.645243858453,868.872906534556,822.595341966712,773.9679468997,700.370972998289,600.13375155645,465.822398928128,517.924041510079,417.072934950075,354.511297809662,345.246547985734,406.17893577319,369.715864789491,302.296043425644,283.010032334779,296.988957775797,305.823622321138,301.733434619846,285.200527547154,293.30766160117,312.266325650066,272.013958221507,227.085176411704,181.958909945864,165.885619906052,175.1812497901,157.233357055464,154.334699964905,128.617266394706,117.179151652557,110.882272731931
Colombia,6056.14781704063,7918.07870983254,8030.69074412128,7885.06123827954,7227.77094706991,6250.65438124107,5148.4113365063,5433.70638711882,4674.2116277115,3709.076902629,3386.02547761041,2740.40567350046,2245.23272951133,2356.4380081469,2396.05673529382,2471.93024191785,2584.12818577944,2993.7856500474,3291.07672160271,3044.23084548153,2945.68799133857,2588.2569178712,1995.09080393868,1754.5595856259,1669.41873621853,1660.99438131213,1662.13410002478,1680.72507075755,1590.4091747245,1559.50693110403,1590.44225656472,1781.68954948742,1843.96642315194,1897.30272554415,1812.70652257109,1701.78717803906,1456.71944429818,1240.05872341529,1062.31499977047,855.880338631692,747.600467960106,721.324179171185,613.776690309884,530.612446041784,489.230472354537,462.024904753405
Comoros,1368.85393708354,1593.21095415734,1577.65488599539,1491.27112522408,1516.2282866158,1424.54037835068,1478.41911292255,1610.64852831806,1464.1660449952,1317.41071566591,1264.19611073844,1253.45893670283,1107.60229692253,881.620706664117,805.890581104107,765.242655854041,862.876299538984,857.067179292691,866.608433740852,967.755447127213,1000.85041822449,824.543843816436,1203.77580013806,1251.47815991295,1194.88045535634,1222.09656875652,1026.31906455351,1103.98925989675,1077.01706499466,917.847777039038,666.095293554214,643.684214676765,686.979821540989,678.771783635045,746.334364044844,833.156577916125,721.151842848091,560.550210366466,449.650040810439,422.191575436384,443.155130546446,293.911041729257,266.572417695873,204.005558100973,176.603691545078,162.956789165274
Congo,1838.10126582124,3124.80393300275,3190.83998166171,3186.12160893145,3542.25616405269,3020.3666119667,2363.82539198892,2655.01781851317,2001.12892318815,2144.83742502504,1737.5892508411,1362.19883287852,1049.31759517736,927.269588572654,877.626393975825,1035.58446246684,776.363294512771,651.8442025725,808.285212432657,908.721632225523,777.57753737445,670.372095867283,1039.90910740674,1166.3344631819,1112.12836392019,1172.75707168059,1043.41300124975,977.864909553122,1043.38025512263,863.116593880182,1037.11559477083,1083.08907403045,1065.96698681217,1130.78366634611,1074.4551453288,946.769168884786,682.553882584352,517.006814673218,428.213889317314,442.118120823494,439.078214124424,384.11803257436,327.903763004797,253.776814852145,217.85889460291,196.337321501798
Cook Islands,14118.6937608132,15322.6609967662,14622.9460258747,14724.5618290158,14029.4376455431,12578.673832038,10652.7131492244,11661.41885216,11477.6784655363,9557.04086046381,9410.66947051351,9358.04182526242,8174.0249760686,6073.68787718037,5345.56600707019,5140.36441672549,5149.35335827025,4779.87219288936,5427.10561392639,5854.30076504488,5786.30611880251,5452.03696311052,4629.91446217989,4185.60589281767,4090.61300204537,3776.8024560535,3385.82727706996,3343.88031396461,2616.53361010298,2051.68241144645,1591.83425710709,1529.25423967325,1482.02324232163,1508.36803851908,1506.89340942395,1447.82203276784,1285.80373525052,1095.18795555994,910.825661349691,758.545442099684,781.362474005464,779.560280264757,651.977460843646,497.573889422089,476.34852478773,477.506525117599
Costa Rica,11014.9788218303,10437.4342150194,10547.2094703909,9985.31456213837,9186.56970534156,8199.42723711976,6809.39977189158,6911.13909642559,6120.62911854509,5245.19205855457,4697.0085186693,4425.26291267681,4167.7263666959,4062.03891964829,3981.51599211105,3808.39806479883,3847.70664489861,3508.58566835358,3265.80786053025,3087.22812412185,3128.36169451645,2889.19766561876,2704.49509719315,2467.44538000267,2114.40985398128,2196.56739560396,2061.81143432756,1866.37440824157,1879.6946148993,1872.97949005277,1711.45999985401,1639.30630646942,1447.24973402876,1231.52554426509,1273.51173180973,2408.66614916705,2065.9461149342,1851.89804444999,1657.70647752268,1335.71080257465,1113.62977195327,970.458556647399,912.495942335206,757.54653758308,675.867734981702,634.53272499137
Côte d'Ivoire,1412.94023340913,1541.87135050893,1445.91056648593,1269.53701044203,1245.85254918703,1236.0848433501,1233.3048802715,1257.67570673761,1078.5416517914,962.918631943433,942.216831175753,929.897620744676,875.085877461646,718.456699208617,663.641501245867,646.662388693317,778.378177668,803.693408435565,766.333969084816,817.330256088916,770.94218222364,595.827891541485,826.137387655168,922.277006832277,915.095599426739,977.5541036379,912.280143956851,904.422181789479,922.087433301723,868.272392299615,686.909625276254,700.310896438917,728.793645942642,840.547033605692,977.225135641684,1231.07993360238,1155.38215226837,1043.84533393038,865.682241709905,674.041358533167,589.436341919887,486.725837928812,421.869794624352,325.72779039334,291.041738074772,286.332600390053
Croatia,11479.4028771849,13412.2857169612,13524.5477973164,13175.9248092021,14466.7717703574,13822.8531569959,14464.2793259503,16217.7419856951,13789.2987574632,11545.4149008685,10373.5752785595,9480.91800150574,7894.30174594474,6113.25854860513,5282.92605915276,4917.34916219643,5248.03300279469,5661.99200023462,5256.08562499652,5175.72693385247,4849.2336710834,3725.52513816056,2761.27572613623,2585.30329822498,2846.6890521313,3479.35848097185,,,,,,,,,,,,,,,,,,,,
Cuba,7656.63081625328,7088.07568535011,6789.69998253026,6448.32755292842,6138.64134831987,5688.64904577971,5495.04923326891,5385.74072701207,5193.51087194545,4677.76222840945,3786.82204824203,3398.67338986609,3201.21460525909,3003.29740874457,2841.08680898809,2749.51746399387,2559.89212045009,2330.8231659191,2305.77329197374,2283.5372454719,2790.02475795901,2621.10434635222,2071.48605015151,2057.19599719226,2280.22096059706,2706.94302348848,2577.20701870688,2645.5784381599,2455.21806708726,2382.5725981266,2273.25594090806,2399.81521220442,2227.95671724246,2111.02814934517,2038.60441468938,2024.63575586331,2003.03093981931,1837.48009489152,1474.46440627015,1444.78492559908,1380.23361175568,1224.40862383102,1088.44097714444,901.361088949233,779.549703882576,653.225086438826
Curaçao,20049.9402349103,20276.9979545992,20398.7983671209,20515.7687410952,20199.0163768351,19994.8700735524,19923.8448165218,20264.7357790778,19133.7717353951,18629.0513464914,18119.5788343805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,21941.9019631898,26408.1913769598,27543.4961180498,28951.3935761068,32235.8444812272,30816.6291643097,32103.882005328,35392.0158841089,31353.2026557962,27172.1281506058,25311.439204395,23773.0150410157,20240.233233957,16041.793266896,14815.6372263245,14363.8567011725,15282.8273181026,15082.8612764202,14224.778526622,15153.6699144035,15265.3653224393,13013.4759738386,11801.016863165,12679.5055965773,10859.6275900687,10801.7739487449,9015.49789672996,8562.76687956352,7501.00105624156,6328.53172304357,5011.06069419004,4767.181316781,4588.60392772025,4643.20868064933,4527.14728933705,4749.86689024789,3960.6689065538,3045.02944128473,2337.29947418496,1832.39739792544,1571.47247995255,1817.81477730997,1681.492652249,1397.21500339331,1161.68532250013,1004.01349281475
Czech Republic,17561.7085358369,19712.1231692093,19857.3930559208,19665.5534250084,21639.327345383,19703.4308975347,19668.1986609602,22620.2763817486,18277.7893753816,15111.082434328,13292.127484395,11650.5316672582,9724.03321417267,7989.75779757765,6576.97825116538,5989.43388614325,6295.33682823607,6445.2137649076,5974.66562192319,6466.33098320633,5760.27243202501,4580.97698289087,3912.84448171737,3344.42002276142,2861.66708855549,3905.10117210393,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,648.030979417317,695.892511265703,666.14638190844,643.119123757247,637.698132507105,569.836742310236,494.38541757517,550.747015962645,596.853076296542,574.900494174627,547.855527144129,472.979840758936,470.976815547221,467.979239051173,476.12685062492,461.956494218708,451.788696492924,455.506268160549,461.766526400108,478.787509122917,222.251055256789,384.462233151206,503.235401844679,593.078745423425,662.637580386576,734.858007070797,810.783653936029,763.830109936347,836.260098217644,804.88789400407,722.444384537769,744.51152276924,793.921145913599,807.721777007416,653.10049578398,638.903602738503,621.643003665331,604.123045821497,587.074947421046,571.447602500306,557.855380461066,515.264558889512,477.407676057509,443.473327268847,412.605527819715,384.161887949581
Democratic Republic of the Congo,486.226656854987,479.578018246295,450.31590119195,416.926817548348,379.508272780727,328.669568978711,286.047493364975,310.730861718481,273.486143927352,246.804599935086,213.311771941187,189.58892704097,169.910142960146,171.233692799954,168.860773567953,173.555536445677,187.201676914647,215.851907388193,211.388112721937,210.832701317319,212.086578721873,225.604860768193,431.771548807964,344.312961318573,390.75841956595,424.129630235804,424.770649114695,259.536033998306,233.657076102358,281.989393611567,250.927636899947,240.951025278881,410.950071493614,496.98497714358,511.087220433149,593.328185892057,638.051095331129,669.50821118924,485.388921197642,390.416001125038,426.087942509333,410.560599510254,345.799443961782,278.56323319846,259.41169005242,238.375992022398
Denmark,53149.3250570265,62387.6874441971,61089.3468021904,58409.3082347395,61687.1621597991,58007.1570239487,58156.7056252772,64302.0017759304,58427.6609416872,51994.4403373248,48815.412006298,46562.5828060736,40516.2147858794,33271.1696810917,30775.0101314741,30751.0679911653,33455.6283898323,33402.9034771379,32887.8314155959,35709.8668236837,35356.9350788973,29966.2021197233,27587.1551260811,29569.868621369,27011.5041974303,26894.7982137646,21914.4623143884,22562.1734288503,21385.1799025931,17223.862598795,12253.7833259978,11554.5839730098,11847.0973455625,11792.8527792068,12074.2194908549,13882.6913814721,13748.7189958581,11815.3296227957,9769.38396500774,8774.80254107581,7996.92581623393,6777.95750493504,6126.80872689363,4656.59649174282,3847.53083949693,3463.50060016169
Djibouti,1956.31354875787,1813.59622614428,1610.88814983974,1471.26533098554,1372.36572404195,1284.25847770101,1235.49848357461,1205.72783084857,1060.81494028965,974.271821788254,910.364507373486,867.866838930498,829.381747998258,799.743552253272,786.683697983867,769.344935625989,754.352110648272,712.849630931205,716.34147998676,737.476824021657,770.911950403146,786.112410934699,754.305853280761,768.011142012894,763.532954485405,776.594318551012,789.66094845865,826.557252836448,840.270106461569,878.646399270469,872.268101841588,883.400008733355,859.211171850292,868.465676348972,853.26357283593,839.050496272233,785.148482924855,716.682907054702,725.656932260534,752.24775565473,698.940197353591,687.633795627639,588.246175807998,500.636342629003,440.554487915318,413.50493745232
Dominica,7051.10256527854,7234.25627698447,7072.55411789819,6770.67106864136,7022.21226296182,6938.97348386086,7027.67278864187,6617.50759097015,6055.56471083697,5627.23000267207,5250.98260348182,5329.014759516,4813.93194844906,4635.70997293027,4709.73830563265,4612.04369455062,4538.87091133937,4374.0642688353,4104.43833581447,3935.3535296745,3639.14520094099,3577.63734507359,3335.69532934381,3201.78087002441,2966.48996326564,2794.3047566233,2604.42555733353,2405.8769445051,2057.7572653352,1818.83211482623,1586.5614450681,1434.75074171389,1267.17179734919,1135.98127355218,1041.1310359128,929.986304071256,700.666377975215,721.075196075937,587.384482192345,532.945494505539,550.730505998689,524.695329404087,443.242355122998,385.892785564937,359.836223617431,324.224463791965
Dominican Republic,6373.55387983325,6147.34883383601,5952.322754352,5951.8684966468,5786.90583688101,5358.96794391476,4902.78060245007,4931.62641015829,4596.40080324055,4047.72935014968,3844.13007948418,2442.38620393363,2273.60268075424,2904.65438708912,2898.44681673605,2798.20206725017,2593.66491571413,2515.83458718222,2407.4605254701,2127.08158399173,1995.25670417443,1818.31076295508,1705.89271782381,1532.19599377834,1346.93938859787,1325.56475073652,1188.18290957572,840.909260431152,940.064432790259,1026.1641989927,865.78633621872,2040.3931487197,1736.49985796811,1639.72838920731,1530.14527162023,1428.46676223202,1212.44847150718,1068.83760749941,1060.77552326042,936.484658636078,874.630559441012,729.464630601664,600.176998701486,522.536533587118,450.325129134266,412.84983102804
Ecuador,6205.06414529951,6432.29581291884,6074.18197147212,5702.16828789377,5223.37757490143,4657.30173745799,4255.55556311861,4274.94082062073,3590.71151349419,3350.78414231906,3021.94276733003,2708.55829298253,2440.46916385745,2183.96746464366,1903.74186759833,1450.56513012215,1583.67121174324,2299.25730155172,2360.41872065145,2158.07105417222,2134.56630155684,2027.18417830753,1728.50902184236,1689.30959015176,1623.17756219585,1490.68763863287,1391.56471939527,1339.49997222559,1466.59863309979,1650.70201840739,1894.861550057,1915.78588050925,1992.07932779733,2373.46053555759,2664.03460555866,2240.71425768534,1822.84900957871,1573.80625579689,1494.53617900704,1265.78366796441,1105.98774106451,970.270240453178,588.315096562025,495.349998063374,440.546399798618,471.160572546488
Egypt,3452.34084845693,3315.24823414757,3063.06635605397,3193.27975901516,2758.16725423423,2616.13568505762,2336.79665519062,2087.26372355534,1703.04477482486,1412.55344594173,1260.39039339353,1075.97331311153,1025.31307527238,1220.18480012685,1303.51167438346,1400.21624992163,1369.42596439809,1321.94822039192,1259.70662889793,1162.9944576059,1053.23191498976,922.561645138408,842.145003745955,777.112648226857,679.494384391983,638.584097321839,596.349443968239,556.828291018145,525.049849637426,488.003872179116,482.061550540954,449.526428219514,404.493470080049,345.263730732892,303.399396263954,463.897102472159,368.971550740144,567.017184764755,473.915395705051,379.302368248874,328.228354974436,299.715537949307,258.846304765023,254.17156050818,242.659463051183,233.931098354738
El Salvador,4219.35226112174,4102.06865883852,3998.7439842132,3921.72060624156,3821.34556963196,3547.07569573321,3431.28551335843,3569.32716587175,3358.41970301419,3108.59939680499,2874.25626319317,2666.33747779991,2549.87985790034,2435.47603519125,2363.27103113946,2259.90547565348,2158.14296547927,2093.48727134844,1956.08102173111,1827.8994280538,1699.93503011321,1462.65963243206,1270.26929049839,1104.3292257511,998.012618818185,914.094639040289,818.015064751291,703.609087660039,602.716623398989,521.481747219709,383.189531170112,315.905378062645,278.899973942848,249.822896478644,244.570933767378,256.305281296237,251.735097939275,229.208962491154,217.847550728063,177.105419766206,142.062575888651,128.009489244832,110.750608293404,98.1864066272204,94.4924573441565,92.2119412570272
Equatorial Guinea,16344.081898564,26195.6786668087,27528.6559001075,28937.2955580361,28404.4270646017,22366.2929259836,21251.0630165287,28780.579339744,19633.1614231744,15620.6401454936,13612.6216733696,9272.13856302344,6302.13382245414,4785.64954592931,4021.26319261092,2845.79129844554,1786.49913820768,1104.1895291348,1362.19076278559,733.431430064685,480.286728793037,381.162452226545,477.440074664872,501.04444766714,439.29062295937,449.787962359805,377.687422390754,421.88531827333,397.138626247279,338.974891325504,280.81533873363,238.928121472069,257.014934579681,247.354863851516,224.872775053164,252.283090399097,239.053243341384,211.142600740996,182.164519667882,158.570747531805,146.399789587225,112.878108937025,100.986896856186,75.7751340205334,76.4338341989443,72.0934259874379
Eritrea,914.874571216281,792.843660245377,700.638036700378,632.020377666535,544.47431389097,451.426692978258,404.196308875561,306.665143919595,299.111452354544,281.375017302988,262.074245376247,272.832831825931,221.52696263656,192.507723009014,205.846907539495,199.81319417297,231.422859695504,242.509411814532,239.852463304996,233.702590623188,202.182209980724,200.378914045103,160.298884221132,138.274373677485,121.464093722522,105.922107881488,,,,,,,,,,,,,,,,,,,,
Estonia,17111.9963312466,19916.3831673136,19000.1531048651,17404.2131684035,17446.5410763947,14640.5466242176,14716.3290990677,18034.9280490189,16539.0245784779,12577.99990806,10329.6150033095,8843.94532830268,7163.01022505118,5295.41758360648,4487.38501628247,4066.7714187954,4084.42778953795,3991.17674624939,3593.77468247133,3345.51203661922,3086.17519350112,2854.62257172671,2792.56255992008,2831.43630253729,3449.51895425045,3589.28649457714,,,,,,,,,,,,,,,,,,,,
Ethiopia,602.840167333313,560.298121883743,494.39268581319,457.858283183296,339.192901915286,300.488260809471,330.521760569103,308.241774409129,234.781827062678,190.298786135467,158.776062339006,133.351738796975,116.717951420123,109.261584124974,116.436783657155,120.857422381328,113.531533924679,123.216776637861,139.942619974639,139.406782942962,132.550742737104,129.094811239728,138.052553594805,198.241249041382,256.828541086634,233.218238098651,,,,,,,,,,,,,,,,,,,,
Fiji,4921.91830257969,5042.23855100446,4758.92383244142,4543.83078756846,4351.92571658706,3652.08152448047,3369.88619274106,4178.7126816313,4047.27933006529,3718.15331145599,3626.93255543635,3374.55917769424,2871.41795313409,2289.05060514002,2066.37738095066,2105.4483398784,2441.9771420264,2099.59950503504,2678.35163947353,2695.1736888624,2570.50110691367,2388.17028202841,2171.65805947238,2062.17471470636,1884.59952605838,1837.87596572873,1734.11842447046,1538.26380870005,1634.47696716697,1798.85831737918,1605.5630315217,1684.23347245704,1640.90405459203,1789.16424568953,1901.16175638747,1896.68683036301,1642.78521375236,1362.66695483497,1204.37419499565,1184.96327203369,1187.7950788704,989.531882750319,769.241018498349,583.613151607244,465.082649792191,424.233316663626
Finland,42148.0912236222,49722.6740305182,49509.8279008613,47322.2696440705,50719.7126019151,46165.0500072335,47090.0823532766,53395.5450989924,48280.4746380376,41115.9780459306,38966.1820724089,37632.9246157169,32809.9484758434,26835.0714360332,24910.9184651087,24251.9527242163,26181.5486328686,25990.5515783588,24671.0442336105,25771.0384366526,26270.7432109855,20312.1711917152,17633.6643831911,22369.3243330437,25523.5882103364,28380.4291515867,23966.3875481352,22032.5621158411,18561.8080240963,14952.1496412021,11405.7803231593,10847.2007949989,10511.2094633266,10946.6026134698,10932.8459953154,11233.2709615603,9342.28045267286,7638.79917247378,7074.29436488695,6742.57140317018,6260.09198152029,5300.14390020868,4173.9971938802,3176.62023461175,2711.70574176534,2467.29944684817
Former Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,3659.43120281927,3764.18168189075,3845.82475193139,3898.46449221474,3478.40128273323,2968.17872139233,2971.056126509,3291.02634161185,3319.15602901642,3300.90637152156,3120.2057207841,2995.57823915673,2805.95795831123,2566.52400150486,1804.36352313036,1844.24116107254,1684.67411791417,1581.67859101682,1347.5270874934,1182.53134954622,1136.03165663459
Former Ethiopia,,,,,,,,,,,,,,,,,,,,,,,139.290334352074,194.78031801923,248.747820915886,225.413102212616,216.505214971152,217.728378438413,231.456031586288,223.45558918737,220.859703750636,194.695794458027,170.10531737603,160.259035696592,160.027782334716,156.516142742973,150.005124144445,138.660198635725,132.10701908164,117.938630104684,110.50731773915,113.565939657683,103.69204291045,92.3253713712191,87.1192804691979,84.6801690490927
Former Netherlands Antilles,,,,,,,18996.5610721211,19372.5713356936,18422.266126697,17889.0668030748,17312.0098836881,17785.4361225828,17343.5322460226,16776.5823377796,16433.9426406974,16019.8399638771,15443.2551513226,15329.1354981187,14951.0612582281,14318.012251968,13560.1338757523,13088.2387040608,12174.9704034955,11454.4549459819,10975.2341771758,10520.3556900501,10034.5992700666,8995.52033879775,8738.99791089787,8429.33187364405,6558.43235278447,6505.6033840313,6517.68602931353,6627.84316796958,6260.70253594229,5475.74504194155,4961.44587962724,4194.60191653137,3444.53470742234,3053.32726989946,2738.98636742256,2324.19244544219,1863.69629587572,1678.26531341603,1493.85012170678,1393.90858715433
Former Sudan,,,,,,,,,1400.13582274247,1097.17826792921,877.593742735351,683.920180480018,563.980905489299,492.813622529977,439.33634974775,376.505235664245,316.939849614155,332.34675068383,320.474946031931,269.791930601528,426.183371195824,406.570172053189,442.495843354181,441.947301939645,426.498501197794,490.375547547156,452.39543613048,472.961549551773,488.576970883889,387.349240611708,293.834558726207,322.841498029098,247.132719347221,283.601112099225,387.803338283576,332.93295580787,305.493895202751,286.007799794743,274.811077147461,241.701350994885,200.216501582933,165.7998884477,140.416868622302,112.545608759659,93.6038481643488,88.8837299285444
Former USSR,,,,,,,,,,,,,,,,,,,,,,,,,,2718.98559518955,2710.90296486285,2742.99721802842,2831.38897560659,3041.65512476703,3302.33937727862,3420.39807830903,3652.89249163925,3562.80708180958,3395.71294891463,3550.97700835235,3435.37794382732,3228.2911073546,2861.24309832285,2690.5459465586,2703.79131377087,2452.0935178222,2479.45547456184,2089.60385668412,1863.01662460797,1788.96522180256
Former Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,3754.2196141632,4023.80818613971,3757.04824434322,3645.98106179145,3444.85604342652,3204.21905671173,3037.61338312256,2856.83932215975,2809.67978528549,3108.04313129645,3181.11673936757,3127.65415136335,2513.40564757326,2130.75805820413,1767.50506555252,1579.49337866292,1422.16713649477,1036.88707727459,802.888300700692,776.060112336394,720.523436267762
France,36304.1543743294,42801.1408185829,42530.9106290552,40794.7977183742,43762.4807728572,40666.9643838836,41603.8981750927,45400.6612522841,41588.0752288643,36523.4176810521,34832.899087123,33796.520423471,29602.2896804059,24196.6589152344,22433.8166849167,22339.8057759505,24616.5910926511,24901.2826419999,24173.9609505183,26823.0878100851,26858.9630130907,23488.1494121473,22391.9097920383,23826.4364326803,21683.1290387893,21794.5335966742,17704.115700381,17695.9284408833,16323.9200654073,13557.4570646658,9775.41992675057,9432.52453104058,10005.5096920281,10505.6286644189,11110.5503889125,12712.902233208,11170.7763847029,9248.20424808318,7513.45697756056,6846.4074918592,6672.80922768019,5317.46278958059,4965.6946692513,3857.1929520192,3173.99321556669,2862.36511866981
French Polynesia,18161.0389397566,21585.8666403282,21532.0425134944,20795.1190933774,22874.4582693271,22683.7221583503,24709.365916208,27039.1529940916,25435.4427415444,22786.4577999627,22374.0334661265,22052.6196740682,19806.3952393066,16044.1252100898,15306.1764527499,15834.6269583914,18031.4395964347,18582.3580214598,18207.6939514642,19428.6921782086,20541.8324098365,18547.3705296598,18219.0481253125,19445.9742776163,18236.0220286511,17986.8980268006,15253.4863817129,15477.6964490741,15655.5515551128,14553.3575600575,9794.70606370894,9214.93846053362,9184.66811145702,9104.45701737986,9327.72529536826,10271.329167484,9280.54911958093,7694.52812958658,6267.54469607434,6003.80144897623,5467.73362405737,4542.43552515316,3646.46192165366,2855.27752414552,2686.78484503849,2378.5369477109
Gabon,7960.71560363083,10317.4603481791,10317.1750064348,9896.8313333006,10765.1288507624,8354.43479663911,7755.13078015817,10523.2712935238,8632.7572648049,7323.64099784435,6952.48419230603,5821.14768009685,4974.83236014794,4191.2405833361,4110.97307680126,4609.46994605046,4293.38376289197,4274.56583679568,5203.1940398571,5684.42501520978,5080.01517201452,4406.13238972209,5834.00659006603,6195.98995166566,6147.11381207759,6342.21169102847,5003.88900511336,4780.52870930899,4904.29550393422,5148.81686028025,5588.6613741423,5580.45519983898,5458.04177786699,5974.56808242314,6542.98229687202,7435.02344557163,5393.04344447797,4355.5861266606,5240.96960412387,5741.34106166952,4205.71181499777,3071.21485703298,1464.96857983458,888.780701657093,802.911701469682,694.553099679116
Gambia,473.162842920671,440.37079368301,484.119626960862,504.988668351147,516.98473548392,562.568211119522,549.540176298495,608.646821877672,519.953088758197,440.314468287366,433.29004764845,414.981765359362,360.678228754857,442.186528486407,542.504748056764,637.104271237533,682.966217147544,725.008234556861,713.208511982665,774.054766138461,737.511454071153,720.118190229492,748.828656003215,729.053315798576,727.033562176286,771.84979018123,735.661945565743,739.650124291867,618.256474901794,579.889042796528,893.780342480347,739.671208521731,786.95308854904,826.721369968748,853.58614187757,833.891997188826,761.171676401078,715.449511131355,619.289754951642,603.069000891399,675.242229104641,580.495173363143,457.592911807431,277.204041483921,219.559392513478,215.407377670942
Georgia,3491.43612800612,4091.83203361691,3953.37043316756,3828.748670356,3439.77304388599,2738.33491304168,2504.75549827349,2945.95755564072,2319.47101177825,1748.68458535772,1432.51865302319,1132.90523896669,872.241990654106,733.453165985496,687.072448446562,644.653137027524,583.132902805439,743.525182175307,713.338472761527,613.944829030858,533.512975001934,501.231992225291,537.546121342895,729.661395601212,1268.1766808677,1548.23402120311,,,,,,,,,,,,,,,,,,,,
Germany,41686.2134213695,48102.3731415959,46576.9676721808,44036.7059682136,46723.2071295237,42482.5203022964,42446.7522166669,46519.0908343625,42542.7931532704,37039.7765046758,35217.8678840091,34628.3973232054,30717.8245974064,25449.6329119493,23843.5975353011,23810.12775576,26839.153024597,27352.8974292653,27058.9586323248,30581.5381143468,31752.9053356432,27164.0955877442,25639.3888346982,26515.3300795896,23424.3076536831,22352.8766334539,17751.3913783405,17862.0407787757,16609.3395134667,13419.7430692391,9407.63786641792,9312.80421770045,9886.9038633964,9942.38484908106,10224.7220320831,12112.8922193941,11212.2393207903,9405.88821250602,7618.22974909571,6587.08908839152,6213.12078248164,5635.85303411297,5040.75189438765,3794.94221703336,3169.04834462874,2743.75234554828
Ghana,1355.57197052322,1396.90681557129,1827.14811957071,1641.81068355646,1587.13838022037,1323.07602468221,1095.50347192529,1234.12850627762,1098.96608651326,929.79620277632,804.080319876424,682.965557811207,602.410205447572,499.385524668776,441.468108878137,424.196713454006,672.799015969589,667.295041282402,628.626702082873,647.157245087661,618.156064159076,534.206701313653,601.401829336316,713.421587713984,746.143224669187,682.435098519294,591.343822666036,601.330939558286,565.220896914397,541.042369594718,519.43997746609,494.769751223411,455.160762371519,475.083194319139,496.605799872093,484.406272220087,452.821854844829,437.21699790574,382.696726900937,358.177517457042,358.837369971512,383.910302464706,338.631852209492,372.717204353712,438.910560364299,412.835199888777
